"","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol"
"610",2,"Structural",100,"builder","refurb/renovation",7.73336767448715,9.94824196495605,4.58710804316968,"Fixed Quote","director",-0.52465834818776,2007,"2.5m-9m","600-2.5k","C2781",NA,"2007.090","1"
"611",1,"Structural",100,"architect","residential",8.54429789070348,8.93047169529196,4.60517018598809,"Fixed Quote","director",0.363636363636364,2007,"3wk-2.5m","2.5k-8k","C2056",NA,"2007.093","0"
"612",3,"Structural",14.97,"architect","edu_exten_community",9.52928515386387,12.8242972838027,3.84395827451402,"Fixed Quote","seniortech",0.144893111638955,2007,"9m-1.5y","8k-60k","C2108",NA,"2007.094","0"
"613",2,"Structural",100,"engineer","edu_exten_community",9.37913751616864,10.0494467737871,4.40170670544071,"Fixed Quote","seniorpro",0.771680448301784,2007,"2.5m-9m","8k-60k","C2704",NA,"2007.096","0"
"614",2,"Structural",35.33,"biz_bldgserv_internal","residential",9.49809847132729,8.67248607582227,4.17776617036117,"Fixed Quote","seniortech",0.443757725587145,2007,"2.5m-9m","8k-60k",NA,NA,"2007.100","0"
"615",2,"Structural",100,"biz_bldgserv_internal","art_facade_awn_memb",7.9239880340958,9.03190126869645,4.60517018598809,"Fixed Quote","director",0.220096296856487,2007,"1.5y-3y","2.5k-8k","C2516",NA,"2007.102","0"
"616",10,"Structural",48.33,"developer/real estate","residential",12.281205313828,11.2221456661813,3.71235181029908,"Fixed Quote","seniortech",-0.00181607149275156,2007,">3y","60k-1.8m","C2543",NA,"2007.103","1"
"617",2,"Structural",88.89,"architect","residential",7.73336767448715,7.60090245954208,4.48739965025358,"Fixed Quote","director",-0.281221922731357,2007,"9m-1.5y","600-2.5k",NA,NA,"2007.104","1"
"618",1,"Structural",100,"road_rail_gov_util","edu_exten_community",7.11718153506333,9.07754356661921,4.60517018598809,"Hourly Rate","director",1.4,2007,"1d-3wk","600-2.5k","C2483",NA,"2007.106","0"
"619",2,"Structural",100,"architect","edu_exten_community",9.03492080715195,9.64035239100384,4.51644825592729,"Fixed Quote","seniorpro",0.0396039603960396,2007,"9m-1.5y","8k-60k","C2614",NA,"2007.109","0"
"620",5,"Civil",41.01,"architect","waste_wat_manage",10.7423246153693,9.50949710794506,3.98861360758986,"Fixed Quote","director",-0.140486667020092,2007,"1.5y-3y","8k-60k","C2498",NA,"2007.110","1"
"621",2,"Structural",99.43,"architect","residential",9.88890182476916,9.5446631573241,4.59945387899198,"Fixed Quote","director",0.23167469234885,2007,"1.5y-3y","8k-60k","C2875",NA,"2007.111","0"
"622",1,"Structural",100,"road_rail_gov_util","hosp_health_carpark",8.41646451919359,10.5093160361612,4.60517018598809,"Fixed Quote","director",0.113924050632911,2007,"2.5m-9m","2.5k-8k","C2620",NA,"2007.113","0"
"623",1,"Structural",100,"builder","art_facade_awn_memb",6.306251318847,7.74716496652033,4.60517018598809,"Hourly Rate","director",0.411764705882353,2007,"1d-3wk","100-600","C2565",NA,"2007.114","0"
"624",4,"Structural",43.94,"architect","hosp_health_carpark",10.8882381693794,10.6552538157508,3.94371545216064,"Hourly Rate","director",-0.222834417332947,2007,"9m-1.5y","8k-60k","C2236",NA,"2007.115","1"
"625",1,"Structural",100,"road_rail_gov_util","hosp_health_carpark",9.42806543087207,10.5093160361612,4.60517018598809,"Hourly Rate","director",1.00367985280589,2007,"2.5m-9m","8k-60k","C2620",NA,"2007.117","0"
"626",1,"Structural",100,"sign_manufac","art_facade_awn_memb",7.37669273054841,8.44279717778255,4.60517018598809,"Fixed Quote","director",0.435897435897436,2007,"1d-3wk","600-2.5k","C2920",NA,"2007.118","0"
"627",2,"Structural",94.29,"builder","residential",8.01478013392534,8.32320059219371,4.54637513947759,"Fixed Quote","director",0.0412573673870334,2007,"2.5m-9m","2.5k-8k","C2113",NA,"2007.119","0"
"628",4,"Water",99.99,"architect","waste_wat_manage",11.4617745254913,11.0078956795043,4.01530135488165,"Fixed Quote","seniorpro",0.25624583109369,2007,">3y","60k-1.8m",NA,NA,"2007.122","0"
"629",3,"Structural",27.66,"builder","residential",8.4265148550471,6.67708346124714,4.08849414854393,"Fixed Quote","seniortech",0.413427561837456,2007,"1.5y-3y","2.5k-8k","C2917",NA,"2007.123","0"
"630",2,"Structural",10,"biz_bldgserv_internal","residential",8.93892971530752,9.68673913370137,4.0943445622221,"Fixed Quote","director",0.576381904802376,2007,"3wk-2.5m","2.5k-8k","C2831",NA,"2007.128","0"
"631",1,"Structural",100,"enviro_water","sign_product",7.87746801846091,8.66812383534513,4.60517018598809,"Hourly Rate","director",0.874239350912779,2007,"3wk-2.5m","2.5k-8k","C2185",NA,"2007.132","0"
"632",1,"Structural",100,"builder","hosp_health_carpark",6.34907131602993,6.02209074064974,4.60517018598809,"Fixed Quote","seniorpro",1.35764705882353,2007,"1d-3wk","100-600","C2570",NA,"2007.133","0"
"633",1,"Structural",100,"sign_manufac","residential",7.95651122580136,8.44279717778255,4.60517018598809,"Fixed Quote","director",0.191895113230036,2007,"2.5m-9m","2.5k-8k","C2920",NA,"2007.134","0"
"634",5,"Structural",76.6,"lawyer_bodyC","heritage_expert",9.47295627138629,9.34049105644123,4.30864916486911,"Fixed Quote","seniorpro",0.558939264328486,2007,"1.5y-3y","8k-60k",NA,NA,"2007.135","0"
"635",2,"Structural",100,"builder","hosp_health_carpark",6.99939849940695,6.67708346124714,4.54169776303252,"Fixed Quote","seniorpro",-0.523277467411546,2007,"2.5m-9m","600-2.5k","C2917",NA,"2007.138","1"
"636",2,"Structural",11.07,"sign_manufac","art_facade_awn_memb",10.328622381444,8.44279717778255,3.94216416234013,"Fixed Quote","director",-0.258843613513493,2007,"9m-1.5y","8k-60k","C2920",NA,"2007.139","1"
"637",3,"Structural",88.06,"road_rail_gov_util","hosp_health_carpark",9.16845219977647,10.5093160361612,4.11398377747445,"Fixed Quote","seniorpro",0.903225514097463,2007,"2.5m-9m","8k-60k","C2620",NA,"2007.141","0"
"638",3,"Structural",49.3,"architect","residential",8.66946103365748,8.81424275163382,3.89792408104864,"Fixed Quote","director",0.267868241143567,2007,"1.5y-3y","2.5k-8k","C2474",NA,"2007.142","0"
"639",2,"Structural",38.89,"sign_manufac","art_facade_awn_memb",7.95651122580136,8.44279717778255,4.02535169073515,"Fixed Quote","director",0.373626373626374,2007,"2.5m-9m","2.5k-8k","C2920",NA,"2007.144","0"
"640",5,"Water",98.94,"architect","waste_wat_manage",9.25397437321463,9.15204896359908,4.16480302587066,"Fixed Quote","seniorpro",-0.0462729598058775,2007,"1.5y-3y","8k-60k","C2022",NA,"2007.145","1"
"641",2,"Structural",46.67,"builder","hosp_health_carpark",7.11718153506333,7.74716496652033,3.96915919679896,"Fixed Quote","midtech",-0.376623376623377,2007,"3wk-2.5m","600-2.5k","C2565",NA,"2007.147","1"
"642",1,"Structural",100,"builder","edu_exten_community",6.82949946261155,8.34626251154896,4.60517018598809,"Hourly Rate","director",1.16,2007,"1d-3wk","600-2.5k","C2863",NA,"2007.148","0"
"643",1,"Structural",100,"builder","residential",6.01856924639522,7.37227514987162,4.60517018598809,"Hourly Rate","director",0.2,2007,"1d-3wk","100-600","C2364",NA,"2007.149","0"
"644",1,"Structural",100,"biz_bldgserv_internal","residential",7.6925456799669,9.03190126869645,4.60517018598809,"Hourly Rate","seniorpro",0.248780487804878,2007,"2.5m-9m","600-2.5k","C2516",NA,"2007.150","0"
"645",3,"Structural",100,"artist_landarch","edu_exten_community",10.0439209371304,9.17984508136626,4.37626003977954,"Fixed Quote","seniorpro",0.291936674596013,2007,"9m-1.5y","8k-60k","C2790",NA,"2007.152","0"
"646",5,"Structural",62.27,"architect","edu_exten_community",10.8836434078631,9.64035239100384,4.0095126267054,"Hourly Rate","seniorpro",0.217340286831812,2007,">3y","8k-60k","C2614",NA,"2007.155","0"
"647",1,"Structural",100,"builder","residential",7.0402204939272,6.67708346124714,4.60517018598809,"Fixed Quote","director",0.265822784810127,2007,"3wk-2.5m","600-2.5k","C2917",NA,"2007.156","0"
"648",3,"Civil",26.72,"biz_bldgserv_internal","residential",8.20024141072396,9.03190126869645,4.25688849140738,"Hourly Rate","director",0.003933910306845,2007,"3wk-2.5m","2.5k-8k","C2516",NA,"2007.158","0"
"649",4,"Structural",48.98,"uni_school","edu_exten_community",9.37042075395423,10.441093169772,3.82231709234365,"Hourly Rate","director",0.342059329988629,2007,"9m-1.5y","8k-60k","C2456",NA,"2007.159","0"
"650",2,"Structural",99.07,"architect","residential",8.7683299360788,9.5446631573241,4.59582667098494,"Hourly Rate","director",0.317344252705469,2007,"1.5y-3y","2.5k-8k","C2875",NA,"2007.161","0"
"651",4,"Water",99.99,"developer/real estate","waste_wat_manage",10.069145734837,9.93668051989189,4.25957647491732,"Fixed Quote","seniorpro",0.152773905770839,2007,"9m-1.5y","8k-60k",NA,NA,"2007.162","0"
"652",1,"Structural",100,"architect","hotel_office_dining",8.45120746763747,8.70764824810691,4.60517018598809,"Fixed Quote","director",0.589147286821705,2007,"2.5m-9m","2.5k-8k","C2482",NA,"2007.164","0"
"653",1,"Civil",100,"architect","residential",9.25233368375717,9.50949710794506,4.60517018598809,"Fixed Quote","director",0.325834542815675,2007,"2.5m-9m","8k-60k","C2498",NA,"2007.166","0"
"654",2,"Structural",100,"architect","edu_exten_community",8.55094243342215,12.8242972838027,4.12826278042556,"Fixed Quote","director",1.07322654462243,2007,"2.5m-9m","2.5k-8k","C2108",NA,"2007.167","0"
"655",12,"Structural",57.57,"architect","hosp_health_carpark",13.2170124922651,12.814697077168,3.69684762376311,"Fixed Quote","seniorpro",0.43325776636849,2007,">3y","60k-1.8m","C2493",NA,"2007.168","0"
"656",1,"Structural",100,"builder","residential",6.99939849940695,7.63034960506481,4.60517018598809,"Fixed Quote","seniorpro",0.529880478087649,2007,"3wk-2.5m","600-2.5k","C2491",NA,"2007.169","0"
"657",2,"Structural",39.34,"road_rail_gov_util","hotel_office_dining",8.5619194920533,10.5093160361612,4.10528450226044,"Fixed Quote","seniortech",0.42015503875969,2007,"2.5m-9m","2.5k-8k","C2620",NA,"2007.170","0"
"658",17,"Structural",62.05,"developer/real estate","edu_exten_community",12.7183175716791,12.585852356734,3.58988750490699,"Hourly Rate","midpro",0.0611126566914196,2007,">3y","60k-1.8m",NA,NA,"2007.171","0"
"659",11,"Civil",61.52,"road_rail_gov_util","civBldg_subdiv_sewer",11.7125912795755,10.5093160361612,3.65867794538081,"Fixed Quote","seniorpro",0.418784907984136,2007,">3y","60k-1.8m","C2620",NA,"2007.173","0"
"660",2,"Structural",1.47,"sign_manufac","edu_exten_community",10.5143584999911,9.6750707470239,4.31748811353631,"Fixed Quote","seniortech",0.69974237868069,2007,"2.5m-9m","8k-60k","C2499",NA,"2007.176","0"
"661",2,"Structural",15.16,"sign_manufac","art_facade_awn_memb",9.53754966371376,8.44279717778255,4.49312068217947,"Hourly Rate","midtech",0.190592846643802,2007,"2.5m-9m","8k-60k","C2920",NA,"2007.177","0"
"662",1,"Structural",100,"builder","residential",7.34032508637754,9.94824196495605,4.60517018598809,"Hourly Rate","midtech",0.0227272727272727,2007,"1d-3wk","600-2.5k","C2781",NA,"2007.180","0"
"663",1,"Structural",100,"builder","hosp_health_carpark",7.98022775241868,8.34626251154896,4.60517018598809,"Hourly Rate","director",1.7379679144385,2007,"2.5m-9m","2.5k-8k","C2863",NA,"2007.181","0"
"664",1,"Structural",100,"builder","hosp_health_carpark",7.98022775241868,8.34626251154896,4.60517018598809,"Hourly Rate","seniorpro",1.7379679144385,2007,"2.5m-9m","2.5k-8k","C2863",NA,"2007.182","0"
"665",1,"Structural",100,"architect","residential",7.44568560203537,9.35044747216883,4.60517018598809,"Hourly Rate","director",0.704545454545455,2007,"1d-3wk","600-2.5k","C2666",NA,"2007.183","0"
"666",1,"Water",100,"enviro_water","parks and open spaces",8.66798936304603,8.31471953826891,4.60517018598809,"Fixed Quote","director",0.3125,2007,"2.5m-9m","2.5k-8k","C2713",NA,"2007.184","0"
"667",1,"Structural",100,"architect","art_facade_awn_memb",8.29868148353721,8.65738982190952,4.60517018598809,"Fixed Quote","director",0.87086761485639,2007,"2.5m-9m","2.5k-8k","C2634",NA,"2007.185","0"
"668",2,"Structural",7.69,"builder","residential",6.93485997826938,9.94824196495605,4.60517018598809,"Fixed Quote","seniortech",-0.379310344827586,2007,"1d-3wk","600-2.5k","C2781",NA,"2007.186","1"
"669",4,"Water",100,"developer/real estate","waste_wat_manage",11.2227285469786,10.4939226516826,3.85163585541305,"Fixed Quote","gradpro",0.425339858618815,2007,"9m-1.5y","60k-1.8m","C2411",NA,"2007.187","0"
"670",1,"Structural",100,"builder","hosp_health_carpark",7.60553430297727,8.34626251154896,4.60517018598809,"Hourly Rate","seniorpro",0.504273504273504,2007,"1d-3wk","600-2.5k","C2863",NA,"2007.192","0"
"671",1,"Structural",100,"architect","residential",8.82361171348474,10.6552538157508,4.60517018598809,"Hourly Rate","director",1.1875,2007,"3wk-2.5m","2.5k-8k","C2236",NA,"2007.195","0"
"672",1,"Structural",100,"architect","residential",8.33494766152161,7.79126658797922,4.60517018598809,"Fixed Quote","director",-0.0592783505154639,2007,"2.5m-9m","2.5k-8k","C2606",NA,"2007.196","1"
"673",1,"Structural",100,"biz_bldgserv_internal","edu_exten_community",7.28708057185873,7.15461535691366,4.60517018598809,"Fixed Quote","director",0.79020979020979,2007,"1d-3wk","600-2.5k",NA,NA,"2007.198","0"
"674",2,"Structural",12.24,"sign_manufac","residential",7.44568560203537,8.44279717778255,4.60517018598809,"Hourly Rate","director",0.511335012594458,2007,"1d-3wk","600-2.5k","C2920",NA,"2007.199","0"
"675",4,"Structural",23.83,"architect","edu_exten_community",11.2260041164661,10.949842397964,4.36322600521016,"Hourly Rate","director",0.465497122168896,2007,"1.5y-3y","60k-1.8m","C2680",NA,"2007.200","0"
"676",3,"Water",100,"biz_bldgserv_internal","waste_wat_manage",8.66946103365748,9.03190126869645,3.9545076170343,"Fixed Quote","seniorpro",0.276595744680851,2007,"2.5m-9m","2.5k-8k","C2516",NA,"2007.201","0"
"677",1,"Structural",100,"architect","residential",7.09848940205118,9.64035239100384,4.60517018598809,"Fixed Quote","seniorpro",0.139784946236559,2007,"2.5m-9m","600-2.5k","C2614",NA,"2007.202","0"
"678",2,"Structural",95.45,"builder","residential",7.6820743800996,8.32320059219371,4.55860255017176,"Fixed Quote","director",0.107871720116618,2007,"1d-3wk","600-2.5k","C2113",NA,"2007.203","0"
"679",2,"Structural",100,"builder","edu_exten_community",7.87746801846091,8.34626251154896,4.31039635972255,"Fixed Quote","seniorpro",-0.166816952209197,2007,"2.5m-9m","2.5k-8k","C2863",NA,"2007.206","1"
"680",1,"Structural",100,"architect","residential",8.4265148550471,7.21725999594439,4.60517018598809,"Hourly Rate","seniorpro",0.469237832874197,2007,"2.5m-9m","2.5k-8k","C2881",NA,"2007.207","0"
"681",1,"Water",100,"biz_bldgserv_internal","waste_wat_manage",8.04452210312408,9.03190126869645,4.60517018598809,"Fixed Quote","director",0.176724137931034,2007,"1d-3wk","2.5k-8k","C2516",NA,"2007.208","0"
"682",1,"Structural",100,"artist_landarch","art_facade_awn_memb",9.40107449504523,8.41396151927333,4.60517018598809,"Fixed Quote","director",0.230540625253944,2007,"2.5m-9m","8k-60k","C2425",NA,"2007.209","0"
"683",1,"Structural",100,"sign_manufac","residential",6.32687060604974,9.6750707470239,4.60517018598809,"Fixed Quote","director",-0.59504132231405,2007,"3wk-2.5m","100-600","C2499",NA,"2007.210","1"
"684",3,"Structural",0,"sign_manufac","residential",10.0057512587481,9.6750707470239,3.94216416234013,"Fixed Quote","seniortech",0.447289716001557,2007,"9m-1.5y","8k-60k","C2499",NA,"2007.211","0"
"685",5,"Civil",70.34,"architect","waste_wat_manage",9.06309168411865,9.50949710794506,3.71284009155878,"Hourly Rate","director",0.0894235133908307,2007,"3wk-2.5m","8k-60k","C2498",NA,"2007.212","0"
"686",2,"Structural",3.52,"enviro_water","residential",9.32870666254175,8.66812383534513,4.40195180348115,"Fixed Quote","director",0.246523388116308,2007,"1.5y-3y","8k-60k","C2185",NA,"2007.213","0"
"687",1,"Structural",100,"architect","residential",5.20763903017889,7.97361363307215,4.60517018598809,"Hourly Rate","seniorpro",0.230769230769231,2007,"1d-3wk","100-600","C2434",NA,"2007.214","0"
"688",1,"Structural",100,"architect","residential",6.12392976205305,7.97361363307215,4.60517018598809,"Hourly Rate","seniorpro",0.230769230769231,2007,"1d-3wk","100-600","C2434",NA,"2007.215","0"
"689",1,"Structural",100,"builder","edu_exten_community",6.34707331336726,8.34626251154896,4.60517018598809,"Fixed Quote","seniorpro",0.282051282051282,2007,"1d-3wk","100-600","C2863",NA,"2007.217","0"
"690",1,"Structural",100,"builder","edu_exten_community",6.34707331336726,8.34626251154896,4.60517018598809,"Fixed Quote","seniorpro",0.282051282051282,2007,"1d-3wk","100-600","C2863",NA,"2007.218","0"
"691",3,"Structural",0,"architect","residential",9.5251271437152,11.3613823159112,4.22829253473184,"Fixed Quote","seniortech",-0.0314769975786925,2007,"2.5m-9m","8k-60k","C2744",NA,"2007.219","1"
"692",4,"Civil",90.82,"road_rail_gov_util","waste_wat_manage",10.2590963187954,10.1266311038503,4.3554259528767,"Fixed Quote","seniorpro",-0.578041267564032,2007,"9m-1.5y","8k-60k",NA,NA,"2007.223","1"
"693",9,"Civil",82.56,"architect","civBldg_subdiv_sewer",10.8695138517564,10.6552538157508,4.11463726548986,"Hourly Rate","seniorpro",-0.0351334672645499,2007,">3y","8k-60k","C2236",NA,"2007.224","1"
"694",7,"Civil",100,"developer/real estate","parks and open spaces",10.2532794334738,10.0198580354539,3.79188720418817,"Fixed Quote","gradpro",0.430503597122302,2007,"2.5m-9m","8k-60k","C2845",NA,"2007.225","0"
"695",2,"Structural",52.94,"artist_landarch","art_facade_awn_memb",7.22254205072116,6.54949336218212,3.96915919679896,"Fixed Quote","director",0.0909090909090909,2007,"1d-3wk","600-2.5k","C2397",NA,"2007.226","0"
"696",1,"Structural",100,"builder","refurb/renovation",6.34707331336726,8.34626251154896,4.60517018598809,"Fixed Quote","seniorpro",0.0989010989010989,2007,"1d-3wk","100-600","C2863",NA,"2007.227","0"
"697",1,"Structural",100,"road_rail_gov_util","wharf_bridge",7.82867785429148,7.86838054916533,4.60517018598809,"Hourly Rate","director",0.617647058823529,2007,"1d-3wk","2.5k-8k","C2359",NA,"2007.228","0"
"698",22,"Structural",53.41,"architect","hosp_health_carpark",14.3204949071147,12.8242972838027,3.76096753050819,"Fixed Quote","seniorpro",0.441506896897184,2007,">3y","60k-1.8m","C2108",NA,"2007.230","0"
"699",7,"Structural",97.99,"sign_manufac","sign_product",11.7668115351196,11.6343463201746,3.99783366184126,"Fixed Quote","seniorpro",0.482148518081201,2007,">3y","60k-1.8m",NA,NA,"2007.231","0"
"700",2,"Structural",94.92,"sign_manufac","hosp_health_carpark",8.4265148550471,8.44279717778255,4.55303443156756,"Hourly Rate","director",-0.133638436997104,2007,"2.5m-9m","2.5k-8k","C2920",NA,"2007.232","1"
