"","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol"
"477",3,"Structural",31.63,"architect","residential",8.19992382398641,9.5446631573241,4.41304068820305,"Fixed Quote","director",-0.211697393515575,2006,"9m-1.5y","2.5k-8k","C2875",NA,"2006.145","1"
"478",2,"Structural",66.13,"architect","residential",8.93878424321131,8.77801780969814,4.19162250168657,"Fixed Quote","director",0.562913907284768,2006,"1.5y-3y","2.5k-8k",NA,NA,"2006.146","0"
"479",4,"Civil",62.02,"engineer","art_facade_awn_memb",8.34876087227469,9.50669423552512,4.08580823119981,"Fixed Quote","director",0.684025746050322,2006,"1.5y-3y","2.5k-8k","C2650",NA,"2006.148","0"
"480",2,"Structural",48.84,"architect","residential",8.37550226689547,8.96565903885552,3.91202300542815,"Hourly Rate","director",0.978580990629183,2006,"2.5m-9m","2.5k-8k","C2973",NA,"2006.150","0"
"481",2,"Structural",38.46,"builder","hotel_office_dining",7.35370065472897,7.1929342212158,4.32730642247365,"Hourly Rate","director",1.03053435114504,2006,"9m-1.5y","600-2.5k",NA,NA,"2006.152","0"
"482",1,"Structural",100,"enviro_water","residential",8.03930062965353,8.31471953826891,4.60517018598809,"Fixed Quote","director",0.0434782608695652,2006,"3wk-2.5m","2.5k-8k","C2713",NA,"2006.154","0"
"483",2,"Structural",42.78,"builder","residential",8.82551718928702,8.32320059219371,4.06078777869326,"Fixed Quote","director",0.483994878361076,2006,"1d-3wk","2.5k-8k","C2113",NA,"2006.158","0"
"484",2,"Structural",47.56,"architect","residential",9.84951253799923,9.5446631573241,4.19975507662997,"Fixed Quote","seniortech",1.26297335203366,2006,"1.5y-3y","8k-60k","C2875",NA,"2006.161","0"
"485",1,"Structural",100,"architect","residential",7.06852171249531,8.93047169529196,4.60517018598809,"Fixed Quote","director",0.932367149758454,2006,"3wk-2.5m","600-2.5k","C2056",NA,"2006.162","0"
"486",4,"Structural",84.4,"architect","hosp_health_carpark",8.67795962492941,10.6552538157508,4.04094378549499,"Fixed Quote","director",0.79372197309417,2006,"3wk-2.5m","2.5k-8k","C2236",NA,"2006.163","0"
"487",2,"Structural",38.46,"builder","hotel_office_dining",5.23594024874699,7.75630235876977,4.16697525325701,"Fixed Quote","director",-0.718061674008811,2006,"3wk-2.5m","100-600","C2409",NA,"2006.165","1"
"488",3,"Structural",67.16,"biz_bldgserv_internal","edu_exten_community",8.6475004174447,8.48673398393153,4.20707783220934,"Fixed Quote","director",0.475285171102662,2006,"9m-1.5y","2.5k-8k",NA,NA,"2006.166","0"
"489",2,"Civil",41.03,"architect","Subdivision",8.30762031879662,9.50949710794506,3.93064846955131,"Hourly Rate","director",0.425180598555212,2006,"2.5m-9m","2.5k-8k","C2498",NA,"2006.169","0"
"490",2,"Civil",13.94,"engineer","waste_wat_manage",9.11653708448777,9.50669423552512,4.60517018598809,"Hourly Rate","seniorpro",0.58456821665815,2006,"2.5m-9m","8k-60k","C2650",NA,"2006.170","0"
"491",3,"Structural",33.15,"architect","residential",9.57812097487368,8.67391142938609,4.17438726989564,"Fixed Quote","director",0.527475939149333,2006,"2.5m-9m","8k-60k","C2567",NA,"2006.171","0"
"492",2,"Structural",60.76,"builder","edu_exten_community",7.720846898535,8.32320059219371,4.10693167772757,"Fixed Quote","director",0.040650406504065,2006,"1d-3wk","600-2.5k","C2113",NA,"2006.172","0"
"493",4,"Structural",92.3,"architect","residential",9.73618385269223,9.12785510033724,3.99064932588334,"Fixed Quote","director",0.0273667320377964,2006,"1.5y-3y","8k-60k","C2020",NA,"2006.173","0"
"494",2,"Structural",22.64,"sign_manufac","hosp_health_carpark",8.32128468099067,8.44279717778255,4.22829253473184,"Fixed Quote","midtech",2.64583333333333,2006,"1d-3wk","2.5k-8k","C2920",NA,"2006.174","0"
"495",1,"Structural",100,"road_rail_gov_util","heritage_expert",8.42949826563091,10.6722826439353,4.60517018598809,"Fixed Quote","director",0.884057971014493,2006,"1d-3wk","2.5k-8k","C2967",NA,"2006.176","0"
"496",4,"Structural",28.54,"architect","hosp_health_carpark",10.8517611223664,10.7663823599921,4.19975507662997,"Hourly Rate","director",0.242305854251468,2006,"9m-1.5y","8k-60k","C2053",NA,"2006.177","0"
"497",1,"Structural",100,"architect","residential",6.90600278299753,9.5446631573241,4.60517018598809,"Hourly Rate","director",0.642512077294686,2006,"2.5m-9m","600-2.5k","C2875",NA,"2006.178","0"
"498",4,"Structural",37.48,"architect","residential",10.2009678093651,10.6552538157508,4.14440376209484,"Fixed Quote","director",0.576351293288648,2006,"1.5y-3y","8k-60k","C2236",NA,"2006.180","0"
"499",2,"Civil",86.07,"architect","civBldg_subdiv_sewer",8.29706517075545,9.65849708579191,4.45516091866138,"Fixed Quote","seniorpro",-0.303410307386451,2006,"1.5y-3y","2.5k-8k","C2035",NA,"2006.181","1"
"500",2,"Structural",40,"architect","residential",6.8453781611811,10.6552538157508,4.13852092455493,"Fixed Quote","director",-0.349593495934959,2006,"1d-3wk","600-2.5k","C2236",NA,"2006.183","1"
"501",6,"Structural",89.75,"architect","residential",11.1120114806658,10.3115020747913,4.44804843021588,"Fixed Quote","director",0.347748073092496,2006,">3y","60k-1.8m","C2481",NA,"2006.185","0"
"502",1,"Structural",100,"enviro_water","edu_exten_community",7.76166889305525,8.31471953826891,4.60517018598809,"Fixed Quote","director",0.739130434782609,2006,"1d-3wk","600-2.5k","C2713",NA,"2006.186","0"
"503",1,"Water",100,"biz_bldgserv_internal","civBldg_subdiv_sewer",7.53852534174104,9.03190126869645,4.60517018598809,"Hourly Rate","director",0.549636803874092,2006,"2.5m-9m","600-2.5k","C2516",NA,"2006.188","0"
"504",3,"Civil",33.06,"biz_bldgserv_internal","Subdivision",11.6583257414834,9.03190126869645,4.1890484976914,"Hourly Rate","midpro",0.319189258632021,2006,">3y","60k-1.8m","C2516",NA,"2006.189","0"
"505",2,"Structural",6.9,"builder","residential",7.01722841810775,8.32320059219371,4.60517018598809,"Fixed Quote","director",0.027027027027027,2006,"1d-3wk","600-2.5k","C2113",NA,"2006.192","0"
"506",1,"Structural",100,"builder","edu_exten_community",6.8071569483609,6.64639051484773,4.60517018598809,"Fixed Quote","director",1.44444444444444,2006,"3wk-2.5m","600-2.5k",NA,NA,"2006.194","0"
"507",1,"Structural",100,"sign_manufac","art_facade_awn_memb",6.78083964004353,6.62007320653036,4.60517018598809,"Hourly Rate","director",1.60869565217391,2006,"1d-3wk","600-2.5k",NA,NA,"2006.195","0"
"508",3,"Structural",48.26,"architect","residential",10.26084820213,9.02182527474674,3.89059505801453,"Hourly Rate","director",0.685649991344989,2006,"9m-1.5y","8k-60k","C2302",NA,"2006.196","0"
"509",1,"Structural",100,"hosp_institut_health","hosp_health_carpark",7.47398682060347,7.85652094539749,4.60517018598809,"Hourly Rate","director",0.863354037267081,2006,"1d-3wk","600-2.5k","C2939",NA,"2006.198","0"
"510",1,"Water",100,"architect","edu_exten_community",6.68652896057228,9.12785510033724,4.60517018598809,"Fixed Quote","director",0.396419437340153,2006,"1d-3wk","600-2.5k","C2020",NA,"2006.199","0"
"511",2,"Structural",46.93,"builder","edu_exten_community",9.68142498713331,9.52065855362014,3.95852483907957,"Hourly Rate","gradpro",0.20086129322535,2006,"1.5y-3y","8k-60k",NA,NA,"2006.201","0"
"512",5,"Structural",76.74,"builder","edu_exten_community",9.76584795023454,10.1688960248513,3.71284009155878,"Fixed Quote","seniorpro",0.111714580016856,2006,"9m-1.5y","8k-60k","C2052",NA,"2006.202","0"
"513",2,"Structural",95.3,"architect","residential",9.67490825982101,8.93047169529196,4.55702981066016,"Fixed Quote","director",0.259001161440186,2006,"1.5y-3y","8k-60k","C2056",NA,"2006.207","0"
"514",2,"Civil",100,"road_rail_gov_util","edu_exten_community",9.92240236180906,10.7243680996056,4.60236625865536,"Hourly Rate","director",0.691520467836257,2006,"3wk-2.5m","8k-60k","C2877",NA,"2006.209","0"
"515",3,"Structural",33.92,"architect","residential",9.7261554276835,9.12785510033724,4.14440376209484,"Fixed Quote","director",0.129926718162012,2006,"9m-1.5y","8k-60k","C2020",NA,"2006.211","0"
"516",1,"Structural",100,"architect","residential",7.20828365487046,8.96565903885552,4.60517018598809,"Hourly Rate","director",0.28133704735376,2006,"2.5m-9m","600-2.5k","C2973",NA,"2006.214","0"
"517",1,"Structural",100,"builder","residential",6.01869958799663,7.63034960506481,4.60517018598809,"Hourly Rate","director",1.5,2006,"1d-3wk","100-600","C2491",NA,"2006.216","0"
"518",3,"Structural",89.52,"architect","edu_exten_community",8.64543643322385,9.35044747216883,4.49446206400367,"Fixed Quote","director",0.667527993109388,2006,"2.5m-9m","2.5k-8k","C2666",NA,"2006.218","0"
"519",5,"Civil",14.95,"developer/real estate","residential",10.3163736456,10.1556072120869,4.49936512709111,"Fixed Quote","seniortech",0.714380881005912,2006,"9m-1.5y","8k-60k",NA,NA,"2006.219","0"
"520",2,"Structural",29.17,"builder","residential",7.22552546130497,8.32320059219371,4.31748811353631,"Fixed Quote","director",0.282191780821918,2006,"1d-3wk","600-2.5k","C2113",NA,"2006.220","0"
"521",4,"Water",99.43,"engineer","flood_h2o_harvest",9.72650593592403,9.50669423552512,4.04410334578535,"Fixed Quote","gradpro",0.0124919543525267,2006,"9m-1.5y","8k-60k","C2650",NA,"2006.221","0"
"522",8,"Water",91.4,"person","waste_wat_manage",10.9111946397887,10.7504282062755,4.23381660750869,"Fixed Quote","seniorpro",-0.142542045767852,2006,">3y","8k-60k",NA,NA,"2006.223","1"
"523",3,"Water",100.01,"developer/real estate","civBldg_subdiv_sewer",9.02154932931948,11.6476748655218,3.82209829790016,"Fixed Quote","director",0.190375685943436,2006,"3wk-2.5m","8k-60k","C2707",NA,"2006.224","0"
"524",2,"Structural",58.82,"architect","art_facade_awn_memb",7.02769971797505,9.64035239100384,4.07448193312585,"Hourly Rate","director",0.170731707317073,2006,"1d-3wk","600-2.5k","C2614",NA,"2006.229","0"
"525",1,"Structural",100,"developer/real estate","heritage_expert",8.51308498173917,10.9548149934773,4.60517018598809,"Fixed Quote","director",1.38151405879644,2006,"3wk-2.5m","2.5k-8k","C2572",NA,"2006.230","0"
"526",2,"Structural",14.51,"sign_manufac","edu_exten_community",8.56142580867346,8.44279717778255,3.94216416234013,"Fixed Quote","seniortech",0.356707317073171,2006,"3wk-2.5m","2.5k-8k","C2920",NA,"2006.232","0"
"527",1,"Structural",100,"biz_bldgserv_internal","residential",5.64140535685516,9.03190126869645,4.60517018598809,"Fixed Quote","director",0.391304347826087,2006,"1d-3wk","100-600","C2516",NA,"2006.233","0"
"528",7,"Structural",21.72,"architect","edu_exten_community",11.5828068831803,10.6552538157508,4.25844557290253,"Hourly Rate","seniortech",0.233159705810062,2006,">3y","60k-1.8m","C2236",NA,"2006.234","0"
"529",2,"Structural",19.3,"architect","industrial",8.23284371119145,8.93047169529196,3.96328629936569,"Fixed Quote","director",0.336287799791449,2006,"2.5m-9m","2.5k-8k","C2056",NA,"2006.235","0"
"530",2,"Structural",63.64,"biz_bldgserv_internal","art_facade_awn_memb",7.78636150564562,9.03190126869645,4.15324220346959,"Fixed Quote","director",0.134163208852006,2006,"2.5m-9m","600-2.5k","C2516",NA,"2006.236","0"
"531",2,"Structural",14.75,"sign_manufac","edu_exten_community",8.62666633054186,8.44279717778255,4.12971170605939,"Fixed Quote","midtech",0.285520974289581,2006,"3wk-2.5m","2.5k-8k","C2920",NA,"2006.237","0"
"532",2,"Civil",12.99,"developer/real estate","waste_wat_manage",8.09814112967646,10.0198580354539,3.84395827451402,"Fixed Quote","director",-0.130434782608696,2006,"2.5m-9m","2.5k-8k","C2845",NA,"2006.239","1"
"533",4,"Structural",64,"architect","residential",10.2598207695933,9.62046129162054,3.89120786571423,"Fixed Quote","seniorpro",0.978643343842164,2006,">3y","8k-60k","C2406",NA,"2006.240","0"
"534",1,"Civil",100,"town planner","parks and open spaces",6.63388522708686,6.47311879357369,4.60517018598809,"Fixed Quote","director",0.608695652173913,2006,"1d-3wk","600-2.5k",NA,NA,"2006.242","0"
"535",2,"Structural",100,"builder","residential",8.89709515484608,7.63034960506481,4.60517018598809,"Fixed Quote","seniorpro",0.36888400219901,2006,"9m-1.5y","2.5k-8k","C2491",NA,"2006.245","0"
"536",1,"Structural",100,"architect","residential",6.4797345472596,8.93047169529196,4.60517018598809,"Hourly Rate","director",0.608695652173913,2006,"1d-3wk","600-2.5k","C2056",NA,"2006.246","0"
"537",1,"Structural",100,"developer/real estate","report",8.22932602141986,8.06855958790669,4.60517018598809,"Fixed Quote","director",2.20628703424726,2006,"2.5m-9m","2.5k-8k",NA,NA,"2006.247","0"
"538",3,"Structural",49.04,"sign_manufac","residential",9.9055593035476,9.6750707470239,3.78781940196884,"Fixed Quote","director",0.505897490885696,2007,"2.5m-9m","8k-60k","C2499",NA,"2006.249","0"
"539",2,"Structural",100,"architect","residential",7.76166889305525,6.90775527898214,4.55429785561433,"Hourly Rate","seniorpro",-0.365834324217202,2006,"2.5m-9m","600-2.5k",NA,NA,"2006.250","1"
"540",1,"Structural",100,"architect","residential",6.42416469610479,9.64035239100384,4.60517018598809,"Fixed Quote","director",1.28260869565217,2006,"1d-3wk","600-2.5k","C2614",NA,"2006.251","0"
"541",2,"Structural",70.59,"architect","edu_exten_community",8.25101548514412,10.3335464065589,4.25688849140738,"Fixed Quote","director",2.65546218487395,2006,"3wk-2.5m","2.5k-8k","C2314",NA,"2006.253","0"
"542",2,"Structural",58.33,"builder","art_facade_awn_memb",6.63773879640285,6.47697236288968,4.06611654076555,"Fixed Quote","director",0.176470588235294,2006,"3wk-2.5m","600-2.5k",NA,NA,"2006.254","0"
"543",2,"Structural",78.79,"biz_bldgserv_internal","industrial",8.16713400116342,11.721464568612,4.3667860852576,"Fixed Quote","director",0.621621621621622,2006,">3y","2.5k-8k","C2448",NA,"2006.255","0"
"544",2,"Structural",31.58,"builder","residential",7.51022412317294,8.34626251154896,4.13724439653732,"Fixed Quote","director",-0.201995012468828,2007,">3y","600-2.5k","C2863",NA,"2006.256","1"
"545",2,"Structural",29.17,"architect","residential",7.00664630877722,6.84587987526405,4.25688849140738,"Hourly Rate","midtech",-0.592190889370933,2006,"2.5m-9m","600-2.5k",NA,NA,"2006.257","1"
"546",1,"Structural",100,"enviro_water","industrial",8.21592416533285,8.31471953826891,4.60517018598809,"Hourly Rate","director",0.941448382126348,2006,"2.5m-9m","2.5k-8k","C2713",NA,"2006.259","0"
"547",1,"Structural",100,"architect","residential",6.42416469610479,9.64035239100384,4.60517018598809,"Hourly Rate","director",0.141304347826087,2006,"1d-3wk","600-2.5k","C2614",NA,"2006.260","0"
"548",1,"Structural",100,"builder","residential",6.35517182461784,7.63034960506481,4.60517018598809,"Fixed Quote","director",1.1304347826087,2006,"1d-3wk","100-600","C2491",NA,"2006.261","0"
"549",4,"Structural",80.83,"architect","residential",10.0673741133855,8.96565903885552,4.3400320779712,"Hourly Rate","seniorpro",0.103465307325745,2006,"9m-1.5y","8k-60k","C2973",NA,"2006.262","0"
"550",2,"Structural",36.84,"sign_manufac","hosp_health_carpark",8.16713400116342,8.44279717778255,4.14772733878721,"Fixed Quote","director",0.311475409836066,2006,"2.5m-9m","2.5k-8k","C2920",NA,"2006.263","0"
"551",2,"Structural",5.07,"road_rail_gov_util","residential",9.00004312409852,8.14612951002541,4.49312068217947,"Hourly Rate","director",0.0480349344978166,2006,"2.5m-9m","8k-60k",NA,NA,"2006.264","0"
"552",1,"Structural",100,"architect","residential",7.76166889305525,8.93047169529196,4.60517018598809,"Hourly Rate","director",0.739130434782609,2006,"3wk-2.5m","600-2.5k","C2056",NA,"2006.265","0"
"553",2,"Structural",16.54,"builder","hotel_office_dining",9.07000171270543,7.74716496652033,4.46002880031842,"Fixed Quote","director",0.296766844826076,2006,"2.5m-9m","8k-60k","C2565",NA,"2006.269","0"
"554",2,"Structural",25.81,"architect","residential",7.92293704065138,8.93047169529196,4.31748811353631,"Fixed Quote","midtech",0.294765840220386,2006,"9m-1.5y","2.5k-8k","C2056",NA,"2006.272","0"
"555",3,"Civil",43.91,"developer/real estate","residential",10.378151900632,10.2173854671188,4.30338918915681,"Hourly Rate","director",0.446308281600845,2006,"2.5m-9m","8k-60k",NA,NA,"2006.273","0"
"556",9,"Civil",53.56,"biz_bldgserv_internal","waste_wat_manage",11.9564346425119,11.2420046675618,3.53979923109978,"Fixed Quote","director",0.135594232927448,2006,">3y","60k-1.8m","C2548",NA,"2006.274","0"
"557",4,"Civil",73.01,"builder","art_facade_awn_memb",9.90335139662864,10.5616710658512,3.76584049525006,"Fixed Quote","seniorpro",0.385616926050249,2006,"1.5y-3y","8k-60k","C2150",NA,"2006.275","0"
"558",5,"Structural",44.44,"architect","edu_exten_community",9.10714125965489,7.76667957538134,3.86828008248023,"Fixed Quote","seniortech",0.243418624079579,2006,"1.5y-3y","8k-60k","C2801",NA,"2006.277","0"
"559",1,"Structural",100,"biz_bldgserv_internal","residential",6.85780068117965,9.03190126869645,4.60517018598809,"Fixed Quote","director",0.565217391304348,2006,"1d-3wk","600-2.5k","C2516",NA,"2006.279","0"
"560",1,"Structural",100,"lawyer_bodyC","hosp_health_carpark",7.67679732299876,7.54433210805369,4.60517018598809,"Fixed Quote","director",0.68,2007,"1d-3wk","600-2.5k",NA,NA,"2006.281","0"
"561",3,"Structural",22.95,"sign_manufac","art_facade_awn_memb",9.54452282547519,9.6750707470239,4.24649323937869,"Hourly Rate","seniorpro",-0.0112332128120045,2007,">3y","8k-60k","C2499",NA,"2006.282","1"
"562",1,"Structural",100,"sign_manufac","heritage_expert",8.26767444560843,9.6750707470239,4.60517018598809,"Hourly Rate","director",0.412313193475895,2007,"3wk-2.5m","2.5k-8k","C2499",NA,"2006.283","0"
"563",2,"Structural",40,"sign_manufac","hosp_health_carpark",6.86586710678243,6.73340189183736,3.98266784499748,"Hourly Rate","director",-0.314285714285714,2007,"2.5m-9m","600-2.5k",NA,NA,"2007.001","1"
"564",6,"Civil",57.79,"developer/real estate","residential",10.1283040285454,10.0198580354539,3.74644056463847,"Hourly Rate","director",0.267321309717497,2007,">3y","8k-60k","C2845",NA,"2007.002","0"
"565",2,"Structural",7.48,"sign_manufac","art_facade_awn_memb",10.3859751007245,9.6750707470239,4.45096950491079,"Fixed Quote","seniortech",0.232713967913693,2006,"9m-1.5y","8k-60k","C2499",NA,"2007.003","0"
"566",3,"Water",100,"road_rail_gov_util","flood_h2o_harvest",10.5646618251281,10.7943090803508,4.19975507662997,"Fixed Quote","seniorpro",1.0109517037037,2007,"2.5m-9m","8k-60k","C2006",NA,"2007.007","0"
"567",2,"Civil",52.63,"developer/real estate","residential",7.44568560203537,8.40737832540903,3.96328629936569,"Fixed Quote","seniorpro",-0.151343705799151,2007,"3wk-2.5m","600-2.5k","C2331",NA,"2007.008","1"
"568",3,"Structural",93.62,"architect","residential",8.9288041477908,9.62046129162054,4.41859961490472,"Fixed Quote","director",0.848951048951049,2007,"9m-1.5y","2.5k-8k","C2406",NA,"2007.012","0"
"569",1,"Structural",100,"architect","residential",7.62800715882933,10.6552538157508,4.60517018598809,"Fixed Quote","director",0.38996138996139,2007,"2.5m-9m","600-2.5k","C2236",NA,"2007.013","0"
"570",3,"Structural",95,"architect","edu_exten_community",8.29298346242257,10.3335464065589,4.44265125649032,"Fixed Quote","seniorpro",0.70316301703163,2007,"2.5m-9m","2.5k-8k","C2314",NA,"2007.015","0"
"571",1,"Civil",100,"biz_bldgserv_internal","civBldg_subdiv_sewer",7.08901065809663,9.03190126869645,4.60517018598809,"Fixed Quote","director",0.428571428571429,2007,"1d-3wk","600-2.5k","C2516",NA,"2007.018","0"
"572",1,"Structural",100,"sign_manufac","heritage_expert",9.09761195968913,9.6750707470239,4.60517018598809,"Fixed Quote","director",0.447255948142737,2007,"9m-1.5y","8k-60k","C2499",NA,"2007.019","0"
"573",1,"Structural",100,"architect","residential",7.44568560203537,8.93047169529196,4.60517018598809,"Hourly Rate","director",0.428571428571429,2007,"1d-3wk","600-2.5k","C2056",NA,"2007.020","0"
"574",2,"Structural",50.82,"architect","edu_exten_community",10.0537926856095,10.6552538157508,3.92828997789202,"Hourly Rate","director",0.199764289923394,2007,"2.5m-9m","8k-60k","C2236",NA,"2007.021","0"
"575",6,"Structural",86.76,"architect","edu_exten_community",10.4515332093305,10.3335464065589,4.40329876994942,"Fixed Quote","seniorpro",0.463744490732355,2007,"9m-1.5y","8k-60k","C2314",NA,"2007.023","0"
"576",2,"Civil",12.53,"road_rail_gov_util","parks and open spaces",9.28305558251548,10.5093160361612,4.60517018598809,"Hourly Rate","director",0.234051974286654,2007,"2.5m-9m","8k-60k","C2620",NA,"2007.024","0"
"577",1,"Structural",100,"developer/real estate","residential",6.71171642695517,10.9548149934773,4.60517018598809,"Hourly Rate","director",0.2,2007,"1d-3wk","600-2.5k","C2572",NA,"2007.026","0"
"578",1,"Structural",100,"architect","hosp_health_carpark",6.34707331336726,11.8816888978167,4.60517018598809,"Hourly Rate","director",0.111111111111111,2007,"1d-3wk","100-600","C2130",NA,"2007.027","0"
"579",2,"Structural",100,"architect","residential",10.759386640646,9.95180141281468,4.26759734392285,"Fixed Quote","seniorpro",0.971246479917,2007,"9m-1.5y","8k-60k","C2118",NA,"2007.029","0"
"580",2,"Structural",61.84,"sign_manufac","residential",5.34195136778649,9.56735025981494,4.12455040427917,"Fixed Quote","director",-0.968437392204208,2007,"3wk-2.5m","100-600","C2949",NA,"2007.030","1"
"581",3,"Civil",74.14,"architect","parks and open spaces",10.5043926747508,9.50949710794506,4.30338918915681,"Fixed Quote","seniorpro",0.235782219201851,2007,"2.5m-9m","8k-60k","C2498",NA,"2007.034","0"
"582",3,"Structural",52.52,"architect","residential",10.2925310948816,9.70941724870763,3.9611940494346,"Fixed Quote","director",0.242415139681586,2007,"1.5y-3y","8k-60k","C2788",NA,"2007.036","0"
"583",1,"Structural",100,"biz_bldgserv_internal","residential",6.71171642695517,9.03190126869645,4.60517018598809,"Hourly Rate","director",0.2,2007,"2.5m-9m","600-2.5k","C2516",NA,"2007.038","0"
"584",7,"Structural",36.38,"builder","hosp_health_carpark",12.3825786690508,11.3839547423763,4.36322600521016,"Fixed Quote","seniortech",0.0223972028664397,2007,"1.5y-3y","60k-1.8m","C2683",NA,"2007.039","0"
"585",2,"Water",100,"biz_bldgserv_internal","edu_exten_community",7.22254205072116,9.03190126869645,4.57347309924484,"Fixed Quote","seniorpro",0.108545034642032,2007,"3wk-2.5m","600-2.5k","C2516",NA,"2007.041","0"
"586",2,"Structural",94.74,"architect","hosp_health_carpark",7.22254205072116,9.35044747216883,4.55113629749561,"Fixed Quote","seniorpro",0.437125748502994,2007,"1d-3wk","600-2.5k","C2666",NA,"2007.043","0"
"587",2,"Civil",73.17,"biz_bldgserv_internal","residential",8.27569196531251,9.03190126869645,4.29278550089594,"Fixed Quote","director",0.362376237623762,2007,"1d-3wk","2.5k-8k","C2516",NA,"2007.044","0"
"588",1,"Structural",100,"builder","art_facade_awn_memb",5.83624768960127,7.74716496652033,4.60517018598809,"Fixed Quote","director",0.411764705882353,2007,"1d-3wk","100-600","C2565",NA,"2007.048","0"
"589",1,"Structural",100,"biz_bldgserv_internal","residential",6.46040199867426,9.03190126869645,4.60517018598809,"Hourly Rate","director",0.882352941176471,2007,"1d-3wk","600-2.5k","C2516",NA,"2007.052","0"
"590",1,"Structural",100,"unknown","residential",7.19722424273687,7.0647590277918,4.60517018598809,"Fixed Quote","director",0.95,2007,"3wk-2.5m","600-2.5k",NA,NA,"2007.056","0"
"591",4,"Civil",53.85,"biz_bldgserv_internal","civBldg_subdiv_sewer",8.29583653140498,9.03190126869645,4.01078177745141,"Fixed Quote","seniorpro",0.0122566690699351,2007,"9m-1.5y","2.5k-8k","C2516",NA,"2007.057","0"
"592",1,"Structural",100,"biz_bldgserv_internal","residential",6.75253842147542,9.03190126869645,4.60517018598809,"Hourly Rate","director",-0.23469387755102,2007,"2.5m-9m","600-2.5k","C2516",NA,"2007.058","1"
"593",2,"Structural",88.89,"hosp_institut_health","hosp_health_carpark",6.88356668388183,7.85652094539749,4.48739965025358,"Fixed Quote","director",-0.347328244274809,2007,"9m-1.5y","600-2.5k","C2939",NA,"2007.059","1"
"594",1,"Structural",100,"builder","residential",7.65540613301744,8.32320059219371,4.60517018598809,"Hourly Rate","director",-0.55952380952381,2007,"1d-3wk","600-2.5k","C2113",NA,"2007.062","1"
"595",3,"Structural",55.26,"biz_bldgserv_internal","residential",8.77893074206544,9.03190126869645,4.01204931949527,"Fixed Quote","director",1.65268065268065,2007,">3y","2.5k-8k","C2516",NA,"2007.064","0"
"596",2,"Structural",100,"architect","residential",5.65392613280732,9.02182527474674,3.91202300542815,"Fixed Quote","director",0.818181818181818,2007,"1d-3wk","100-600","C2302",NA,"2007.066","0"
"597",4,"Water",66.97,"architect","waste_wat_manage",7.57671386444177,8.89168349522497,3.99138856080889,"Fixed Quote","gradpro",-0.205574912891986,2007,"1.5y-3y","600-2.5k","C2262",NA,"2007.067","1"
"598",1,"Structural",100,"builder","hotel_office_dining",7.17998243630236,8.32320059219371,4.60517018598809,"Fixed Quote","director",0.533333333333333,2007,"1d-3wk","600-2.5k","C2113",NA,"2007.068","0"
"599",4,"Structural",45.99,"architect","residential",10.4857536894094,9.50459157039558,3.75185425327532,"Hourly Rate","director",0.521222410865874,2007,"9m-1.5y","8k-60k","C2656",NA,"2007.069","0"
"600",1,"Structural",100,"builder","edu_exten_community",7.22254205072116,8.34626251154896,4.60517018598809,"Fixed Quote","director",0.00840336134453781,2007,"1d-3wk","600-2.5k","C2863",NA,"2007.070","0"
"601",4,"Civil",45.22,"biz_bldgserv_internal","civBldg_subdiv_sewer",10.6275654372168,11.2420046675618,3.77276093809464,"Fixed Quote","director",-0.521239705388471,2007,"9m-1.5y","8k-60k","C2548",NA,"2007.072","1"
"602",2,"Water",100,"developer/real estate","waste_wat_manage",8.72383780453556,9.12031281452037,4.02320653438876,"Fixed Quote","seniorpro",0.422721268163805,2007,"2.5m-9m","2.5k-8k","C2040",NA,"2007.073","0"
"603",3,"Civil",20.25,"unknown","civBldg_subdiv_sewer",10.4547453358002,10.3222801208552,3.85904408063726,"Fixed Quote","director",0.411525738494574,2007,"1.5y-3y","8k-60k",NA,NA,"2007.074","0"
"604",24,"Water",97.01,"enviro_water","waste_wat_manage",13.6389287533751,12.1465200207945,4.09467784001222,"Fixed Quote","seniorpro",0.261507307114135,2007,">3y","60k-1.8m","C2670",NA,"2007.075","0"
"605",2,"Structural",2,"architect","edu_exten_community",8.1780534957486,11.3613823159112,4.28151545307749,"Fixed Quote","seniortech",0.031404958677686,2007,"2.5m-9m","2.5k-8k","C2744",NA,"2007.079","0"
"606",2,"Structural",8.63,"architect","residential",8.5398435403541,8.89168349522497,3.84395827451402,"Fixed Quote","director",0.309462915601023,2007,"9m-1.5y","2.5k-8k","C2262",NA,"2007.080","0"
"607",4,"Water",98.15,"engineer","waste_wat_manage",10.788311807673,10.3508697353453,4.53044663979215,"Fixed Quote","seniorpro",0.310584420597545,2007,">3y","8k-60k","C2639",NA,"2007.083","0"
"608",1,"Civil",100,"biz_bldgserv_internal","residential",7.30258475839469,9.03190126869645,4.60517018598809,"Fixed Quote","seniorpro",0.188571428571429,2007,"1d-3wk","600-2.5k","C2516",NA,"2007.085","0"
"609",9,"Civil",84.58,"architect","flood_h2o_harvest",10.5541511455766,9.5446631573241,4.17945134885266,"Fixed Quote","director",0.209234692720069,2007,"1.5y-3y","8k-60k","C2875",NA,"2007.087","0"
