"","no.users","Discipline","pc.pro","Business","code.client","JD.Second","timespan.cbrt","inv.mlsto.log","client.totinv.log","pc.majpos.log","code.contact","Billing.Type","majority.pos","return.pdol","mlsto","Year"
"1831",1,"Structural",100,"school","C2806",NA,6.16224014774904,7.56687054241407,8.23462070941196,4.60517018598809,"CN1455","Hourly Rate","director",0.674107142857143,"2012.419.3",2012
"1832",3,"Structural",100.01,"manufacturer/supplier",NA,"art/sculpture",4.61043629205845,8.39104598538042,8.36053938137086,4.54912879510447,NA,"Fixed Quote","midpro",0.891592920353982,"2012.423.3",2012
"1833",2,"Structural",100,"gov",NA,NA,4.84880758583988,9.49160569433293,9.46109909032337,4.58251549542329,NA,"Fixed Quote","seniorpro",0.225974244046154,"2012.424.3",2012
"1834",4,"Structural",43.2,"architect","C2973","architectural house",7.74175328125559,9.23079664013224,8.96565903885552,4.03953632572711,NA,"Fixed Quote","seniortech",-0.0050251256281407,"2012.425.3",2012
"1835",2,"Structural",100,"engineer","C2527","sign",1.91293118277239,6.98705204716113,7.54299258695713,4.53109298259178,"CN1321","Fixed Quote","midpro",0.842105263157895,"2012.428.3",2012
"1836",2,"Structural",100,"school","C2726",NA,2.35133468772076,6.24511470243175,8.16799026231621,4.49980967033027,"CN1326","Fixed Quote","midpro",0.136363636363636,"2012.430.3",2012
"1837",2,"Structural",50.77,"architect","C2236",NA,3.50339806038672,8.38282515223556,10.6552538157508,3.9273056289593,"CN1876","Hourly Rate","director",0,"2012.431.3",2012
"1838",4,"Structural",73.59,"artist","C2790","art/sculpture",6.49506528811226,8.95980944625263,9.17984508136626,3.72593436206495,"CN1789","Fixed Quote","director",0.202229299363057,"2012.432.3",2012
"1839",3,"Civil",100,"gov","C2359",NA,2.41014226417523,7.76243732595805,7.86838054916533,4.18235543954481,NA,"Hourly Rate","seniorpro",0.027027027027027,"2012.434.2",2012
"1840",2,"Structural",100,"architect",NA,"architectural house",9.03280211228081,9.79113366863264,9.76062706462309,4.21049663895813,"CN1760","Fixed Quote","midpro",1.07675768265585,"2012.436.3",2012
"1841",3,"Environmental Planning",100,"environment",NA,NA,3.14138065239139,9.13548646032791,9.10497985631836,4.49980967033027,NA,"Fixed Quote","seniorpro",-0.0379476215927312,"2012.437.6",2012
"1842",1,"Structural",100,"engineer",NA,NA,0,6.40211845124142,6.37161184723186,4.60517018598809,NA,"Hourly Rate","director",0.4625,"2012.438.3",2012
"1843",1,"Structural",100,"builder","C2781",NA,6.10911474428961,8.45558450651799,9.94824196495605,4.60517018598809,"CN1596","Hourly Rate","director",0.5,"2012.444.3",2012
"1844",1,"Structural",100,"architect","C2474",NA,6.74599671170542,8.19102485148706,8.81424275163382,4.60517018598809,"CN1673","Fixed Quote","director",-0.558080808080808,"2012.445.3",2012
"1845",1,"Civil",100,"builder","C2918",NA,2.15443469003188,6.47622642339514,10.1390923391488,4.60517018598809,"CN1426","Hourly Rate","director",0.125,"2012.446.2",2012
"1846",4,"Civil",57.47,"architect","C2053",NA,7.14656949881502,9.13035097228591,10.7663823599921,4.01041932728434,"CN1828","Fixed Quote","seniorpro",0.82429718875502,"2012.447.2",2013
"1847",10,"Structural",53.85,"architect","C2053",NA,8.66683102909851,11.4812374653867,10.7663823599921,3.614155907918,"CN1828","Fixed Quote","seniorpro",0.125611512980228,"2012.447.3",2012
"1848",3,"Structural",19.73,"builder","C2297",NA,4.97318983326859,9.80046276392117,10.4423570452036,4.38539595214349,"CN1902","Fixed Quote","seniortech",0.0644768856447689,"2012.448.3",2012
"1849",2,"Structural",81.82,"builder","C2904",NA,3.39121144301417,7.48348893347502,8.30647216010058,4.40452171250125,NA,"Fixed Quote","director",1.10365853658537,"2012.450.3",2012
"1850",3,"Water",100,"engineer","C2650","water management",8.84934400959791,9.15583360165878,9.50669423552512,4.13003340463061,"CN1538","Hourly Rate","gradpro",0.43515625,"2012.451.4",2012
"1851",7,"Civil",75.65,"builder","C2918","civil works to bldg",7.92109939504836,10.1828054546085,10.1390923391488,4.02123609040146,"CN1560","Fixed Quote","seniorpro",-0.0227454566236141,"2012.452.2",2012
"1852",3,"Structural",100,"architect","C2971","multi-dwelling",9.0205292682094,9.32518812441949,9.39481211546102,4.32730642247365,"CN1031","Hourly Rate","midpro",0.623880597014925,"2012.453.300",2012
"1853",3,"Structural",100,"architect","C2971","multi-dwelling",9.0205292682094,9.82417929053848,9.39481211546102,4.32730642247365,"CN1031","Hourly Rate","midpro",0.232462173314993,"2012.453.301",2012
"1854",3,"Structural",100,"architect","C2971","multi-dwelling",9.0205292682094,9.32472845996644,9.39481211546102,4.32730642247365,"CN1031","Hourly Rate","midpro",0.999080882352941,"2012.453.302",2012
"1855",3,"Structural",100,"architect","C2971","multi-dwelling",9.0205292682094,8.24659470264188,9.39481211546102,4.32730642247365,"CN1031","Hourly Rate","midpro",0.85,"2012.453.303",2012
"1856",3,"Structural",100,"builder","C2550",NA,9.0205292682094,8.49903462344452,7.90792749483699,4.32730642247365,"CN1129","Hourly Rate","midpro",0.707038194643574,"2012.453.304",2012
"1857",3,"Structural",100,"builder","C2550","expert opinion",9.0205292682094,6.54521929488209,7.90792749483699,4.32730642247365,"CN1129","Hourly Rate","midpro",0.875,"2012.453.305",2012
"1858",2,"Water",100,"builder","C2511","water management",4.08165510191735,10.2999135386896,9.98899851279667,4.4194428360593,NA,"Hourly Rate","director",0.556086060520376,"2012.454.4",2012
"1859",1,"Structural",100,"manufacturer/supplier","C2722",NA,5.28957247269421,9.80274586993573,8.8659708335946,4.60517018598809,"CN1509","Fixed Quote","director",0.858050847457627,"2012.455.3",2012
"1860",3,"Water",100,"gov","C2967",NA,7.73618767669078,9.91481133712891,10.6722826439353,4.23627805811077,NA,NA,"gradpro",0.767567567567568,"2012.457.6",2012
"1861",13,"Water",73.19,"gov","C2967","water management",9.00822293742015,13.3310998453046,10.6722826439353,3.45093947355697,NA,NA,"gradpro",0.225831598166022,"2012.458.4",2012
"1862",1,"Structural",100,"architect",NA,NA,3.44821724038273,7.74790171340412,7.73193072194849,4.60517018598809,NA,"Hourly Rate","director",0.676470588235294,"2013.003.3",2013
"1863",4,"Civil",70.06,"architect","C2680","civil works to bldg",5.52877481367887,8.24548211042009,10.949842397964,3.79301421884594,"CN1277","Fixed Quote","seniorpro",-0.277112614288496,"2013.006.2",2013
"1864",9,"Structural",50.38,"architect","C2680","university",8.815159819493,10.5664308874311,10.949842397964,3.82972776270132,"CN1277","Fixed Quote","seniorpro",0.0143407250033196,"2013.006.3",2013
"1865",5,"Environmental Planning",99.08,"gov","C2967",NA,8.07737424074394,11.9405258595019,10.6722826439353,4.47483368426009,"CN1803","Fixed Quote","seniorpro",0.592413810348635,"2013.010.6",2013
"1866",3,"Civil",100,"gov","C2451","parks and open spaces",7.56535477222513,10.6817119229503,9.07229824986199,4.16557936315055,"CN1824","Fixed Quote","seniorpro",0.375324883683619,"2013.016.2",2013
"1867",3,"Civil",100,"architect","C2053",NA,4.98663095223865,8.30876984965601,10.7663823599921,4.37033353608284,"CN1485","Fixed Quote","seniorpro",0.524809160305344,"2013.021.2",2013
"1868",1,"Structural",100,"interior design",NA,"community",0,6.18975709535757,6.17378610390194,4.60517018598809,NA,"Hourly Rate","seniorpro",0.6,"2013.022.3",2013
"1869",1,"Structural",100,"builder","C2778","architectural house",1.25992104989487,6.70058271912356,6.65286302935335,4.60517018598809,NA,"Fixed Quote","seniorpro",0.6,"2013.023.3",2013
"1870",1,"Structural",100,"business","C2883",NA,0,5.85793315448346,7.43543801981455,4.60517018598809,"CN1049","Fixed Quote","seniorpro",1.5,"2013.024.3",2014
"1871",7,"Structural",38.12,"architect","C2053",NA,6.64939976115097,9.29956182517141,10.7663823599921,4.04094378549499,"CN1828","Fixed Quote","seniortech",0.153887399463807,"2013.025.3",2013
"1872",7,"Structural",59.78,"architect","C2053","school",8.20808245315883,11.3784107191513,10.7663823599921,4.04532937273637,"CN1140","Fixed Quote","director",0.605130955990391,"2013.026.3",2013
"1873",1,"Structural",100,"artist","C2425","art/sculpture",6.48715411671635,8.768078189785,8.41396151927333,4.60517018598809,"CN1544","Hourly Rate","director",0.55,"2013.028.3",2013
"1874",4,"Structural",23.76,"manufacturer/supplier",NA,NA,6.86121203584082,8.5819543470413,8.56598335558567,4.33401741548752,NA,"Fixed Quote","midtech",-0.268292682926829,"2013.029.3",2013
"1875",9,"Environmental Planning",94.54,"institution","C2628","parks and open spaces",8.85359850256564,11.8026981404551,11.0400442594704,4.23526525327848,"CN1900",NA,"seniorpro",-0.118785444158395,"2013.030.6",2013
"1876",2,"Structural",100,"manufacturer/supplier","C2642",NA,3.82586236554478,8.15919774182308,7.73921552671735,4.23047673654668,"CN1550","Hourly Rate","director",2.04424778761062,"2013.031.3",2013
"1877",4,"Structural",83.54,"architect","C2134","school",5.77899656515213,9.66521124762622,10.0459540950504,4.37285974684906,"CN1507",NA,"seniorpro",0.478551000953289,"2013.032.2",2013
"1878",3,"Structural",100,"architect","C2134","school",6.24879976952624,7.84001700231193,10.0459540950504,4.06405716128364,"CN1507","Fixed Quote","seniorpro",0.298701298701299,"2013.032.3",2013
"1879",2,"Structural",89.47,"architect","C2469",NA,2.92401773821287,8.71548573966582,9.18164661547466,4.4939033735595,"CN1044","Hourly Rate","director",0.36986301369863,"2013.033.3",2013
"1880",1,"Environmental Planning",100,"gov","C2967",NA,3.20753432999583,8.53315418282187,10.6722826439353,4.60517018598809,"CN1803","Fixed Quote","seniorpro",0.298688311688312,"2013.034.6",2013
"1881",2,"Environmental Planning",100,"engineer","C2650","waste water",4.12128529980856,8.61658579101094,9.50669423552512,4.53453310638865,NA,"Fixed Quote","seniorpro",0.747588424437299,"2013.035.6",2013
"1882",1,"Structural",100,"architect","C2236","offices",1.5874010519682,6.53068368232816,10.6552538157508,4.60517018598809,"CN1927","Fixed Quote","seniorpro",0.227272727272727,"2013.036.3",2013
"1883",2,"Structural",18.39,"person",NA,"architectural house",4.9596756638423,8.27179941873746,8.25582842728183,4.40195180348115,NA,"Fixed Quote","midtech",-0.114942528735632,"2013.037.3",2013
"1884",1,"Structural",100,"architect","C2053",NA,2.15443469003188,8.68158418799015,10.7663823599921,4.60517018598809,"CN1836","Fixed Quote","director",1.265625,"2013.039.3",2013
"1885",1,"Structural",100,"architect","C2053",NA,2.75892417638112,8.50270497538716,10.7663823599921,4.60517018598809,"CN1836","Fixed Quote","director",0.783088235294118,"2013.040.3",2013
"1886",3,"Structural",95.56,"artist","C2790",NA,5.2048278633942,8.42780366721404,9.17984508136626,4.46210780314625,"CN1789","Fixed Quote","director",0.331360946745562,"2013.044.3",2013
"1887",2,"Structural",100,"architect","C2474",NA,2.84386697985157,7.10604782723173,8.81424275163382,4.23743429468993,NA,NA,"midpro",-0.0625,"2013.048.3",2013
"1888",2,"Structural",100,"gov","C2967",NA,3.44821724038273,8.14750170205989,10.6722826439353,4.5063438316812,NA,"Fixed Quote","seniorpro",0.156777354382145,"2013.049.3",2013
"1889",9,"Structural",69.42,"architect","C2235",NA,8.73289174129597,10.9769883875586,10.3065634754797,3.51393065164939,"CN1243","Fixed Quote","director",0.0475323368875638,"2013.050.2",2013
"1890",5,"Structural",36.96,"architect","C2235",NA,8.55443723943494,10.9429161590591,10.3065634754797,4.14376944554962,"CN1243","Fixed Quote","seniortech",0.0656965055050263,"2013.050.3",2013
"1891",3,"Structural",100,"architect","C2469",NA,6.37431108792909,10.5790489410229,9.18164661547466,4.41980399900791,NA,"Fixed Quote","director",0.188325652841782,"2013.052.3",2013
"1892",1,"Structural",100,"gov","C2006",NA,2.28942848510666,7.45435452149994,10.7943090803508,4.60517018598809,NA,"Fixed Quote","seniorpro",0.428571428571429,"2013.053.3",2013
"1893",2,"Structural",32.14,"architect","C2973",NA,3.23961180127748,8.42780366721404,8.96565903885552,4.21744675935608,"CN1197","Fixed Quote","seniortech",0.607142857142857,"2013.055.3",2013
"1894",8,"Civil",65.62,"gov","C2027",NA,6.01846165480645,9.66688618198674,10.118719892579,4.01277290852829,NA,"Fixed Quote","seniorpro",0.451148888473753,"2013.058.2",2013
"1895",1,"Structural",100,"architect","C2973",NA,3.07231682568585,8.03162860601297,8.96565903885552,4.60517018598809,"CN1427","Fixed Quote","director",1.10277777777778,"2013.061.3",2013
"1896",2,"Structural",35,"manufacturer/supplier","C2642",NA,6.3578611797342,8.21570995208642,7.73921552671735,4.17438726989564,"CN1550","Hourly Rate","seniortech",0.504132231404959,"2013.065.3",2013
"1897",5,"Civil",97.68,"business","C2383",NA,7.26216743993797,10.9165933239189,10.1704577319349,4.29973139194705,"CN1178","Fixed Quote","seniorpro",0.187294589178357,"2013.067.2",2013
"1898",3,"Structural",3.11,"architect","C2236","architectural house",5.99072641489509,7.66566361516715,10.6552538157508,4.13820194528588,"CN1876",NA,"midtech",-0.572736520854527,"2013.071.3",2013
"1899",1,"Civil",100,"school","C2806",NA,4.7622031559046,8.14750170205989,8.23462070941196,4.60517018598809,"CN1455","Hourly Rate","seniorpro",0.428571428571429,"2013.073.2",2013
"1900",11,"Structural",49.86,"architect","C2236","dining/retail",8.37296675970592,10.3577134749229,10.6552538157508,3.89650319377011,"CN1556","Fixed Quote","seniortech",-0.428703063810182,"2013.074.3",2013
"1901",7,"Civil",90.96,"business",NA,NA,8.03112871826015,10.2435328138844,10.2275618224288,4.19569705648239,NA,"Fixed Quote","seniorpro",0.0950306869926747,"2013.075.2",2013
"1902",1,"Structural",100,"architect","C2020",NA,2.57128159065824,6.92372627043777,9.12785510033724,4.60517018598809,"CN1537","Hourly Rate","director",0.5625,"2013.076.3",2013
"1903",1,"Structural",100,"engineer","C2527",NA,1,7.45435452149994,7.54299258695713,4.60517018598809,"CN1321","Fixed Quote","seniorpro",0.631665834837025,"2013.079.3",2013
"1904",2,"Structural",100,"environment","C2185",NA,3.10723250595386,8.5819543470413,8.66812383534513,4.33493502714003,"CN1108","Hourly Rate","seniorpro",0.909090909090909,"2013.082.3",2013
"1905",4,"Structural",86.21,"environment","C2621",NA,7.37419794016281,9.60816660590084,9.27281457637735,4.41316186360459,"CN1024","Fixed Quote","seniorpro",-0.0584318552105995,"2013.084.3",2013
"1906",1,"Structural",100,"environment","C2185",NA,3.36197540679896,8.13566724441288,8.66812383534513,4.60517018598809,"CN1108","Fixed Quote","director",0.448275862068966,"2013.085.3",2013
"1907",1,"Structural",100,"developer/real estate",NA,NA,2.15443469003188,8.31002063155766,8.29404964010203,4.60517018598809,NA,"Fixed Quote","seniorpro",0.63265306122449,"2013.086.3",2013
"1908",3,"Structural",95.83,"artist","C2554",NA,6.1884627621362,8.67292612524703,8.53402670938415,4.26028263976553,"CN1139","Fixed Quote","director",0.742424242424242,"2013.089.3",2013
"1909",15,"Environmental Planning",53.01,"unknown","C2768",NA,8.70218820194996,11.6022956059956,11.244045519481,3.33005935382882,"CN1014","Hourly Rate","seniortech",0.0282683993024867,"2013.094.6",2013
"1910",3,"Environmental Planning",100,"business",NA,"water management",4.514357435474,8.48292296643513,8.46695197497949,4.39753082120985,NA,"Hourly Rate","director",0.366379310344828,"2013.095.6",2013
"1911",2,"Structural",100,"architect",NA,"architectural house",7.10719366117256,8.93059711928277,8.91462612782714,4.55513925238253,NA,"Fixed Quote","seniorpro",0.28719723183391,"2013.096.3",2013
"1912",6,"Structural",75.9,"architect","C2134","school",7.47696636970457,10.8654051607734,10.0459540950504,4.16231468866137,"CN1219","Fixed Quote","midpro",0.185112747353889,"2013.099.3",2013
"1913",1,"Civil",100,"architect","C2134","civil works to bldg",8.40139810439782,9.22631136343182,10.0459540950504,4.60517018598809,"CN1219",NA,"director",0.0775862068965517,"2013.100.2",2013
"1914",8,"Structural",47.27,"architect","C2134","school",7.937005259841,10.9080699374455,10.0459540950504,3.7720710450007,"CN1219","Fixed Quote","midtech",-0.189718851285144,"2013.100.3",2013
"1915",1,"Structural",100,"architect","C2049","emergency services",0,5.49660991479762,8.13707121597169,4.60517018598809,"CN1145","Hourly Rate","midpro",1,"2013.101.3",2013
"1916",2,"Structural",27.73,"architect","C2971",NA,5.0787530781327,8.38234129313729,9.39481211546102,4.28040910529489,NA,"Fixed Quote","midtech",-0.34947049924357,"2013.102.3",2013
"1917",1,"Structural",100,"developer/real estate","C2355",NA,6.01846165480645,8.610125224008,8.91395385889425,4.60517018598809,NA,"Hourly Rate","director",0.646341463414634,"2013.104.3",2013
"1918",6,"Civil",98.54,"builder",NA,"civil works to bldg",6.76061430174869,10.1480870255365,10.1321160340809,4.5335667671284,NA,"Hourly Rate","seniorpro",0.490954922894425,"2013.106.2",2013
"1919",5,"Structural",66.85,"architect","C2134",NA,6.02765016014974,9.99766072255338,10.0459540950504,3.54875494601977,"CN1549",NA,"director",1.12216320618059,"2013.109.2",2014
"1920",6,"Structural",99.81,"architect","C2134",NA,9.8511280455447,9.65428025374308,10.0459540950504,3.94294010806287,"CN1549","Fixed Quote","seniorpro",0.0672313393329804,"2013.109.3",2012
"1921",3,"Environmental Planning",100,"body corportate",NA,NA,1.7099759466767,7.46895332092109,7.45298232946546,4.14567118938744,NA,"Fixed Quote","seniorpro",0.575342465753425,"2013.113.6",2013
"1922",3,"Structural",100,"architect","C2493","hospital",6.83277145224644,8.53316418287187,12.814697077168,4.42962561347316,"CN1513","Fixed Quote","midpro",0.824817518248175,"2013.117.3",2013
"1923",3,"Structural",100,"architect","C2469",NA,4.6875481476536,8.71548573966582,9.18164661547466,3.97255350516818,"CN1044","Fixed Quote","seniorpro",1.8436018957346,"2013.118.3",2013
"1924",9,"Structural",37.22,"interior design","C2635","hospital",8.53160093955469,12.5496913373806,11.4447180349434,4.11120167928852,NA,"Fixed Quote","seniortech",0.170178452846497,"2013.124.3",2013
"1925",1,"Structural",100,"engineer","C2527",NA,1.25992104989487,7.32919137854594,7.54299258695713,4.60517018598809,"CN1321","Fixed Quote","seniorpro",1.14285714285714,"2013.126.3",2013
"1926",2,"Structural",99.13,"artist",NA,NA,5.9720926198264,8.47128877915378,8.45531778769815,4.59643212004481,NA,"Fixed Quote","midpro",0.0195227765726681,"2013.128.3",2013
"1927",8,"Structural",36.15,"builder","C2297","architectural house",8.20808245315883,11.406898299615,10.4423570452036,4.12228393091134,"CN1902","Hourly Rate","midtech",-0.0352588555858311,"2013.130.3",2013
"1928",1,"Structural",100,"interior design","C2635","hospital",3.10723250595386,7.44252006385294,11.4447180349434,4.60517018598809,"CN1313","Fixed Quote","director",0.0133056684801621,"2013.131.3",2013
"1929",3,"Structural",26.09,"developer/real estate",NA,NA,2.22398009056932,7.48334205837319,7.46737106691756,3.66688943622232,NA,"Fixed Quote","midtech",0.521739130434783,"2013.132.3",2013
"1930",1,"Civil",100,"builder","C2782","sewerage",7.64032124961505,9.46375221944685,10.2428206928669,4.60517018598809,NA,"Fixed Quote","seniorpro",0.303186022610483,"2013.133.2",2013
"1931",1,"Structural",100,"builder",NA,"investigation",3.44821724038273,7.34735868250139,7.33138769104575,4.60517018598809,NA,"Fixed Quote","seniorpro",0.0391156462585034,"2013.135.3",2013
"1932",2,"Structural",100,"developer/real estate",NA,"architectural house",4.82028452835046,7.32919137854594,7.3132203870903,4.52178857704904,NA,"Fixed Quote","director",-0.22680412371134,"2013.137.3",2013
"1933",1,"Structural",100,"architect","C2049","emergency services",2.6207413942089,6.88290427591752,8.13707121597169,4.60517018598809,"CN1145","Fixed Quote","director",0.5,"2013.139.3",2013
"1934",1,"Structural",100,"hospital","C2939",NA,5.12992784003009,7.04150930609415,7.85652094539749,4.60517018598809,"CN1669","Hourly Rate","director",0.7578125,"2013.143.3",2013
"1935",1,"Structural",100,"person","C2839",NA,3.39121144301417,7.0006873115739,6.96602418710611,4.60517018598809,"CN1476","Fixed Quote","director",0.5,"2013.145.3",2013
"1936",1,"Structural",100,"manufacturer/supplier",NA,NA,0,6.23057908987783,6.21460809842219,4.60517018598809,NA,"Fixed Quote","director",0.5625,"2013.147.3",2013
"1937",3,"Structural",90.57,"architect",NA,"multi-dwelling",8.03629343268574,9.52826609517031,9.51229510371468,4.01367665915465,"CN1849","Fixed Quote","director",0.367542972699697,"2013.148.3",2013
"1938",1,"Structural",100,"environment","C2621","bridges",5.32507402161499,9.13068113241657,9.27281457637735,4.60517018598809,"CN1024","Fixed Quote","seniorpro",0.327106679633994,"2013.149.3",2013
"1939",4,"Structural",93.95,"engineer","C2957",NA,6.0822019955734,9.9894509158118,9.87328604380301,4.16542414390305,"CN1500","Fixed Quote","midpro",0.378091872791519,"2013.173.3",2013
"1940",3,"Structural",100,"artist","C2425","art/sculpture",6.81846194135301,9.26937085289226,8.41396151927333,4.59965500529998,"CN1544","Hourly Rate","director",0.427204374572796,"2013.179.3",2013
"1941",1,"Structural",100,"artist","C2397",NA,5.40612017575022,7.0190364502421,6.54949336218212,4.60517018598809,"CN1482","Fixed Quote","director",-0.0833333333333333,"2013.182.3",2013
"1942",1,"Structural",100,"architect","C2020",NA,6.81128460768908,8.35881079572709,9.12785510033724,4.60517018598809,NA,"Hourly Rate","director",0.544117647058823,"2013.184.3",2013
"1943",1,"Structural",100,"person",NA,NA,1.91293118277239,6.63604419798599,6.62007320653036,4.60517018598809,NA,"Hourly Rate","director",0.5625,"2013.186.3",2013
"1944",4,"Structural",51.19,"architect",NA,NA,4.67232872835526,9.31706572670028,9.30109473524465,3.88793520989906,"CN1706","Fixed Quote","midtech",0.258765375330498,"2013.187.3",2013
"1945",1,"Structural",100,"school",NA,NA,0,5.94289701742605,5.92692602597041,4.60517018598809,NA,"Fixed Quote","director",0.171875,"2013.188.3",2013
"1946",2,"Structural",100,"unknown",NA,NA,5.53965825675446,8.7401783522562,8.72420736080056,3.9269116179219,NA,"Fixed Quote","director",0.222664015904573,"2013.189.3",2013
"1947",1,"Structural",100,"interior design","C2635","hospital",0,6.92372627043777,11.4447180349434,4.60517018598809,"CN1313","Fixed Quote","director",0.238451440319025,"2013.190.3",2013
"1948",3,"Structural",34.57,"architect","C2207","architectural house",7.7694620116725,9.12759539049266,9.33565056294163,4.18098086888165,"CN1186","Fixed Quote","midtech",-0.0130718954248366,"2013.198.3",2013
"1949",1,"Structural",100,"school","C2726",NA,3.44821724038273,8.24548211042009,8.16799026231621,4.60517018598809,"CN1326","Fixed Quote","director",1.23214285714286,"2013.200.3",2013
"1950",1,"Structural",100,"architect","C2236",NA,2,7.10604782723173,10.6552538157508,4.60517018598809,"CN1556","Hourly Rate","director",0.363636363636364,"2013.205.3",2013
"1951",1,"Structural",100,"artist","C2425","art/sculpture",5.60407866131077,8.32982325885384,8.41396151927333,4.60517018598809,"CN1544","Hourly Rate","director",0.545454545454545,"2013.206.3",2013
"1952",3,"Environmental Planning",66.03,"business","C2383",NA,4.54683594377634,8.23205909008795,10.1704577319349,3.87349005571136,"CN1178",NA,"director",-0.442771084337349,"2013.207.6",2013
"1953",1,"Structural",100,"body corportate",NA,NA,2.41014226417523,5.91213535870929,5.89616436725366,4.60517018598809,NA,"Hourly Rate","director",-0.242416666666667,"2013.209.3",2013
"1954",3,"Structural",100,"architect","C2973",NA,7.29363302976868,8.69443233046799,8.96565903885552,4.28853979158042,"CN1427","Fixed Quote","midpro",-0.127691165553081,"2013.210.3",2013
"1955",1,"Structural",100,"architect",NA,NA,1.25992104989487,6.92372627043777,9.14886382487443,4.60517018598809,NA,"Fixed Quote","director",0.785714285714286,"2013.211.3",2013
"1956",8,"Structural",78.73,"business","C2448","membrane shade structure",8.31551749420383,12.2638379586428,11.721464568612,3.90318405676094,NA,"Fixed Quote","director",0.440166740446644,"2013.212.3",2013
"1957",4,"Civil",29.86,"builder","C2918","civil works to bldg",8.23274631068907,9.70608585198112,10.1390923391488,4.25049324471203,"CN1560","Fixed Quote","midtech",1.38305309734513,"2013.213.2",2013
"1958",3,"Structural",62,"builder","C2918","industrial",6.21446501190772,8.11492297420459,10.1390923391488,4.12713438504509,"CN1560","Fixed Quote","director",-0.0250728862973761,"2013.213.3",2014
"1959",8,"Civil",76.22,"builder","C2918","civil works to bldg",8.3106941071041,9.74445018049203,10.1390923391488,4.03706849440237,"CN1560","Fixed Quote","seniorpro",-0.128070631004934,"2013.214.2",2013
"1960",4,"Structural",81.36,"builder","C2918","industrial",7.31238281157316,8.41347933992589,10.1390923391488,4.26535235911578,"CN1560","Fixed Quote","seniorpro",0.613090909090909,"2013.214.3",2013
"1961",3,"Civil",100,"builder","C2918","civil works to bldg",5.838272460814,7.7346564866541,10.1390923391488,4.56351451071926,"CN1560","Fixed Quote","seniorpro",0.525423728813559,"2013.215.2",2013
"1962",4,"Structural",79.61,"builder","C2918","industrial",7.33103693018534,7.32919137854594,10.1390923391488,3.75466719465194,"CN1560","Fixed Quote","seniorpro",-0.365240573822521,"2013.215.3",2013
"1963",2,"Structural",100,"builder","C2918","industrial",6.22308425320606,8.6978466911095,10.1390923391488,4.5358201078533,"CN1560","Fixed Quote","midpro",0.645604395604396,"2013.216.3",2014
"1964",5,"Structural",94.59,"engineer",NA,NA,4.514357435474,9.63177647153998,9.61580548008435,3.86115067505439,NA,"Hourly Rate","seniorpro",-0.368421052631579,"2013.217.3",2013
"1965",1,"Structural",100,"health",NA,"facade",1,6.9725164346072,6.95654544315157,4.60517018598809,NA,"Fixed Quote","midpro",0.381578947368421,"2013.219.3",2013
"1966",4,"Civil",97.65,"water",NA,NA,6.37431108792909,8.56997430056547,8.55400330910983,3.96915919679896,NA,"Fixed Quote","gradpro",0.455113604488079,"2013.222.2",2013
"1967",1,"Structural",100,"architect","C2134","architectural house",5.53965825675446,7.61687345099771,10.0459540950504,4.60517018598809,NA,"Fixed Quote","director",0.111111111111111,"2013.223.3",2013
"1968",4,"Structural",80.65,"gov","C2967","bridges",7.5769848516751,10.6951069460635,10.6722826439353,4.22083035949488,NA,"Fixed Quote","midpro",0.280188609739925,"2013.224.3",2013
"1969",3,"Structural",60.66,"manufacturer/supplier","C2205",NA,3.10723250595386,8.3706452533741,9.51905005641805,4.0206980220538,"CN1176","Hourly Rate","midpro",0.517857142857143,"2013.239.3",2013
"1970",1,"Structural",100,"architect","C2244",NA,3.63424118566428,7.61687345099771,8.20885388659737,4.60517018598809,"CN1963",NA,"director",-0.0740740740740741,"2013.241.3",2013
"1971",1,"Environmental Planning",100,"architect","C2244",NA,3.58304787101595,7.57605145647746,8.20885388659737,4.60517018598809,"CN1963","Fixed Quote","seniorpro",0.443609022556391,"2013.241.6",2013
"1972",2,"Structural",100,"landscape arch","C2544",NA,4.30886938006377,5.98211773057933,11.3285196977178,4.19975507662997,NA,"Fixed Quote","midpro",1.4375,"2013.243.3",2013
"1973",1,"Structural",100,"builder","C2024","university",2.71441761659491,7.05475453284417,7.52833176670725,4.60517018598809,"CN1694","Fixed Quote","seniorpro",0.9,"2013.247.3",2013
"1974",1,"Structural",100,"person",NA,NA,0,5.53743190931788,5.52146091786225,4.60517018598809,NA,"Hourly Rate","director",0.5625,"2013.248.3",2013
"1975",7,"Civil",57.33,"architect","C2235","civil works to bldg",8.10791280810866,10.1340706054217,10.3065634754797,3.75349609719991,"CN1578","Fixed Quote","midtech",0.291358166189112,"2013.253.2",2013
"1976",8,"Structural",27.46,"architect","C2235","school",7.3061435740628,10.5881982712995,10.3065634754797,4.26745717993075,"CN1578","Fixed Quote","seniortech",-0.136286757384666,"2013.253.3",2013
"1977",8,"Civil",47.46,"architect","C2235","civil works to bldg",7.54784231428757,10.050482859022,10.3065634754797,3.96157478425739,"CN1578","Fixed Quote","midtech",0.0196739713774597,"2013.254.2",2013
"1978",5,"Structural",37.47,"architect","C2235","school",7.3061435740628,10.4654389338321,10.3065634754797,3.94177596357749,"CN1578","Fixed Quote","seniortech",0.234007952463924,"2013.254.3",2013
