"","X","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol","f.rpdol","log","rf","boost","norm.log","norm.rf","norm.boost"
"1044",1044,34,"Water",86.94,"sign_manufac","edu_exten_community",14.2815495587154,14.1833154594952,3.49590131713145,"Fixed Quote","director",0.32745007830894,2009,">3y","60k-1.8m",NA,NA,"2009.238",0,"profit",0.847586566687055,0.393,0.159554616849992,0.946370850569774,0.626897120746299,-1.83536898997963
"1045",1045,3,"Structural",95.89,"engineer","hosp_health_carpark",8.66421745480594,8.26230094178745,4.51939440896669,"Fixed Quote","seniorpro",0.660079051383399,2009,"2.5m-9m","2.5k-8k","C2039",NA,"2009.243",0,"profit",0.0633915427453507,0.286,0.0756554567233201,0.398728342219904,0.534789678284837,-2.58156571017501
"1046",1046,2,"Structural",83.72,"architect","edu_exten_community",9.30255639887089,8.13479303050612,4.4274778975778,"Fixed Quote","director",0.636213991769547,2009,"2.5m-9m","8k-60k","C2168",NA,"2009.248",0,"profit",0.0905360859912904,0.126,0.0855929266884516,0.449028498366066,0.354964786985977,-2.45815263139292
"1047",1047,1,"Structural",100,"builder","edu_exten_community",7.19660973781106,8.34626251154896,4.60517018598809,"Fixed Quote","director",0.613333333333333,2009,"1d-3wk","600-2.5k","C2863",NA,"2009.250",0,"profit",0.0254414484397849,0.001,0.0327374273917662,0.29411281261439,0.0316227766016838,-3.4192362870426
"1048",1048,1,"Structural",100,"biz_bldgserv_internal","residential",6.18500882613258,9.03190126869645,4.60517018598809,"Hourly Rate","director",0.466666666666667,2009,"1d-3wk","100-600","C2516",NA,"2009.252",0,"profit",0.0764969843873274,0.223,0.070386795555885,0.424503659346152,0.472228758124704,-2.65374959653694
"1049",1049,34,"Civil",50.02,"architect","civBldg_subdiv_sewer",12.6198898140045,10.7663823599921,3.34638914516716,"Hourly Rate","midtech",-0.362162868786194,2009,">3y","60k-1.8m","C2053",NA,"2009.255",1,"loss",0.818599817278194,0.655,0.533833506976987,0.935457111946465,0.809320702811932,-0.627671273324184
"1050",1050,10,"Civil",53.14,"road_rail_gov_util","civBldg_subdiv_sewer",10.4500227249839,9.95709940698477,3.78804582560844,"Fixed Quote","midtech",-0.0367770713999416,2009,"1.5y-3y","8k-60k","C2135",NA,"2009.257",1,"loss",0.636313296225805,0.419,0.298464509547482,0.860115946250194,0.64730209330729,-1.2091042492065
"1051",1051,2,"Structural",52.63,"architect","residential",7.81691959441874,8.93047169529196,3.96328629936569,"Hourly Rate","director",1.20588235294118,2009,"1d-3wk","600-2.5k","C2056",NA,"2009.258",0,"profit",0.10182061227341,0.278,0.199777667533343,0.466958804121012,0.527257053058563,-1.61055019312227
"1052",1052,1,"Structural",100,"architect","refurb/renovation",7.81691959441874,8.81424275163382,4.60517018598809,"Fixed Quote","director",0.2,2009,"3wk-2.5m","600-2.5k","C2474","CN1438","2009.259",0,"profit",0.149015414716434,0.052,0.120441544993861,0.53016420059652,0.228035085019828,-2.11659074753772
"1053",1053,3,"Structural",86.5,"architect","residential",9.40388465100077,9.99913858333506,4.39925241533895,"Fixed Quote","midpro",0.0433453065111387,2009,"3wk-2.5m","8k-60k","C2250",NA,"2009.262",0,"profit",0.0755487881003427,0.27,0.154241767228477,0.422742424696536,0.519615242270663,-1.86923399053203
"1054",1054,2,"Water",100,"resources","civBldg_subdiv_sewer",8.27574992306635,8.17751582384608,4.56985384086052,"Fixed Quote","seniorpro",-0.227556278817467,2009,"3wk-2.5m","2.5k-8k",NA,NA,"2009.264",1,"loss",0.263037465752724,0.428,0.155834590105162,0.640726279788045,0.654217089351845,-1.85896015410807
"1055",1055,24,"Civil",38.39,"architect","civBldg_subdiv_sewer",13.2141142055676,10.6552538157508,3.36453339729056,"Fixed Quote","seniortech",0.0635858012155099,2009,"1.5y-3y","60k-1.8m","C2236",NA,"2009.266",0,"profit",0.893260075478696,0.74,0.639920840937938,0.96307322255715,0.860232526704263,-0.446410796312639
"1056",1056,2,"Structural",100,"builder","hotel_office_dining",10.121059034345,8.32320059219371,4.58067255438769,"Hourly Rate","director",0.161254948924879,2009,"2.5m-9m","8k-60k","C2113",NA,"2009.268",0,"profit",0.0308093763859064,0.068,0.0561090461273883,0.313492847005388,0.260768096208106,-2.8804582294103
"1057",1057,2,"Structural",100,"artist_landarch","residential",8.50337778682789,8.41396151927333,4.60517018598809,"Fixed Quote","director",0.521702127659574,2009,"3wk-2.5m","2.5k-8k","C2425","CN1518","2009.270",0,"profit",0.0269023502484224,0.072,0.0353735612739588,0.299637897368209,0.268328157299975,-3.34179059454662
"1058",1058,1,"Structural",100,"architect","residential",7.19660973781106,8.13479303050612,4.60517018598809,"Hourly Rate","director",0.466666666666667,2009,"3wk-2.5m","600-2.5k","C2168",NA,"2009.272",0,"profit",0.115177434555855,0.177,0.112408173328715,0.486544387295926,0.420713679359253,-2.18561862771862
"1059",1059,1,"Structural",100,"lawyer_bodyC","hotel_office_dining",7.32625964024734,7.22802554102707,4.60517018598809,"Fixed Quote","director",0.52,2009,"1d-3wk","600-2.5k",NA,NA,"2009.274",0,"profit",0.0118777606314691,0.034,0.034108548262105,0.2281628096874,0.184390889145858,-3.37820724393502
"1060",1060,1,"Structural",100,"architect","residential",8.16601029499916,8.96565903885552,4.60517018598809,"Hourly Rate","director",0.341745531019979,2009,"2.5m-9m","2.5k-8k","C2973",NA,"2009.275",0,"profit",0.0847924210647124,0.007,0.0953657217908415,0.439324758120668,0.0836660026534076,-2.35003607546387
"1061",1061,12,"Structural",46.89,"architect","edu_exten_community",10.7720613281463,10.0459540950504,3.59154222122498,"Fixed Quote","seniortech",-0.115766089128159,2009,"9m-1.5y","8k-60k","C2134","CN1507","2009.276",1,"loss",0.528794247578504,0.778,0.699656948703993,0.808653071929645,0.882043082847998,-0.357165137343901
"1062",1062,1,"Water",100,"developer/real estate","residential",7.43777179462795,10.0475091055272,4.60517018598809,"Fixed Quote","director",0.344978165938865,2009,"2.5m-9m","600-2.5k","C2048",NA,"2009.277",0,"profit",0.605509109160843,0.251,0.254593349924344,0.846006228290919,0.500999001995014,-1.3680877129001
"1063",1063,2,"Structural",100,"architect","edu_exten_community",8.30754251086721,10.7663823599921,4.37563122758502,"Fixed Quote","seniorpro",0.448275862068966,2009,"3wk-2.5m","2.5k-8k","C2053",NA,"2009.278",0,"profit",0.0463860988466292,0.06,0.0849982862151396,0.359304466860723,0.244948974278318,-2.46512418486991
"1064",1064,1,"Structural",100,"artist_landarch","art_facade_awn_memb",7.27493509952438,9.17984508136626,4.60517018598809,"Fixed Quote","director",0.52,2010,"2.5m-9m","600-2.5k","C2790",NA,"2009.281",0,"profit",0.110330066178147,0.196,0.132187163133691,0.479620745242318,0.442718872423573,-2.0235364581424
"1065",1065,2,"Water",100,"uni_school","residential",8.82892446489891,8.73069036567864,4.53731951907992,"Fixed Quote","seniorpro",0.880030372057707,2009,"1d-3wk","2.5k-8k",NA,NA,"2009.282",0,"profit",0.01380542234901,0.172,0.0737055683390312,0.239892442250071,0.414728827066554,-2.60767692851566
"1066",1066,3,"Structural",99.3,"architect","edu_exten_community",10.3219606674659,9.37352158211771,4.52276635973328,"Fixed Quote","seniorpro",-0.0615206716830621,2010,"9m-1.5y","8k-60k","C2641",NA,"2009.285",1,"loss",0.103476195478909,0.229,0.136391548827649,0.469476095687235,0.478539444560216,-1.99222549423387
"1067",1067,11,"Structural",57.44,"architect","flood_h2o_harvest",10.8573065085132,12.8242972838027,3.97781074596615,"Hourly Rate","seniorpro",0.0138705594010073,2009,"1.5y-3y","8k-60k","C2108",NA,"2009.286",0,"profit",0.343956016678184,0.445,0.446607500343847,0.70064974819128,0.667083203206317,-0.806075145395905
"1068",1068,3,"Structural",98.3,"architect","art_facade_awn_memb",9.92434966619417,9.12785510033724,4.53012331166518,"Fixed Quote","director",1.0046512987899,2009,"1.5y-3y","8k-60k","C2020",NA,"2009.289",0,"profit",0.0739419660816695,0.144,0.152064947001481,0.419723866265925,0.379473319220205,-1.88344756649073
"1069",1069,4,"Structural",99.08,"artist_landarch","industrial",8.81345814113564,7.80026548219089,4.34458433919801,"Fixed Quote","midpro",0.291997880233174,2009,"2.5m-9m","2.5k-8k","C2278",NA,"2009.291",0,"profit",0.201106989315343,0.111,0.061146382051347,0.585880515225149,0.333166624979154,-2.79448458374487
"1070",1070,1,"Civil",100,"biz_bldgserv_internal","residential",6.38980323877859,9.03190126869645,4.60517018598809,"Fixed Quote","seniorpro",0.44,2009,"1d-3wk","100-600","C2516",NA,"2009.293",0,"profit",0.245210030605249,0.194,0.165904384145317,0.625911230259217,0.440454310910905,-1.79634365570141
"1071",1071,1,"Structural",100,"biz_bldgserv_internal","residential",6.67748531123037,6.5792512120101,4.60517018598809,"Fixed Quote","director",0.371428571428571,2009,"1d-3wk","600-2.5k",NA,NA,"2009.294",0,"profit",0.0463560789100119,0.029,0.0492677106843564,0.359226939143715,0.170293863659264,-3.01048636820324
"1072",1072,1,"Structural",100,"sign_manufac","art_facade_awn_memb",8.44463896965623,8.1144743089761,4.60517018598809,"Hourly Rate","seniorpro",1.02400960384154,2009,"9m-1.5y","2.5k-8k","C2669","CN1270","2009.295",0,"profit",0.027501192210892,0.03,0.0858520843747129,0.30184489868686,0.173205080756888,-2.45512941267057
"1073",1073,4,"Civil",68.8,"architect","waste_wat_manage",10.3128760803933,9.50949710794506,4.2312037449393,"Fixed Quote","seniorpro",0.879518072289157,2009,"9m-1.5y","8k-60k","C2498",NA,"2009.301",0,"profit",0.311758014303698,0.233,0.295598826139051,0.678066896100414,0.482700735445887,-1.21875206102879
"1074",1074,1,"Structural",100,"sign_manufac","edu_exten_community",6.81361748555495,8.59460783336366,4.60517018598809,"Hourly Rate","seniorpro",0.764705882352941,2009,"3wk-2.5m","600-2.5k","C2206",NA,"2009.304",0,"profit",0.0645841099666833,0.037,0.0823808171120618,0.401213212333284,0.192353840616713,-2.4964026712074
"1075",1075,14,"Structural",56.32,"architect","residential",11.0178184567188,10.0459540950504,3.76907599610821,"Fixed Quote","midtech",-0.0442967568178445,2010,"1.5y-3y","60k-1.8m","C2134",NA,"2009.305",1,"loss",0.501287369852533,0.562,0.56212599372005,0.794381132942029,0.749666592559653,-0.576029266100879
"1076",1076,2,"Structural",81.25,"architect","residential",8.30890213038325,10.6552538157508,4.39753082120985,"Hourly Rate","director",0.727699530516432,2009,"3wk-2.5m","2.5k-8k","C2236","CN1876","2009.306",0,"profit",0.0653475575104728,0.084,0.0973359331220427,0.402787934883183,0.289827534923789,-2.3295870555807
"1077",1077,3,"Structural",91.66,"architect","edu_exten_community",10.2168330313733,12.8242972838027,4.50667493923899,"Hourly Rate","seniorpro",0.28814439683158,2009,"2.5m-9m","8k-60k","C2108",NA,"2009.307",0,"profit",0.0443401999346403,0.108,0.06987568424175,0.353942365452517,0.3286335345031,-2.6610375551863
"1078",1078,1,"Structural",100,"builder","residential",7.05000626361918,8.32320059219371,4.60517018598809,"Fixed Quote","director",0.393333333333333,2009,"3wk-2.5m","600-2.5k","C2113",NA,"2009.308",0,"profit",0.154852907586248,0.001,0.0540056158804468,0.536998560389535,0.0316227766016838,-2.91866724003921
"1079",1079,1,"Structural",100,"architect","residential",8.51006677497868,8.93047169529196,4.60517018598809,"Fixed Quote","director",0.19047619047619,2009,"2.5m-9m","2.5k-8k","C2056",NA,"2009.309",0,"profit",0.146912054872285,0.039,0.0919752885421904,0.527657940169333,0.197484176581315,-2.38623534081557
"1080",1080,5,"Structural",100,"architect","edu_exten_community",9.43903562943557,10.3335464065589,4.07175806354931,"Fixed Quote","gradpro",-0.134342171066845,2010,"2.5m-9m","8k-60k","C2314",NA,"2009.310",1,"loss",0.200409003189191,0.257,0.336133949738138,0.585201920399704,0.506951674225463,-1.09024553852776
"1081",1081,1,"Structural",100,"builder","hotel_office_dining",6.744624614068,8.34626251154896,4.60517018598809,"Hourly Rate","director",0.466666666666667,2009,"1d-3wk","600-2.5k","C2863",NA,"2009.316",0,"profit",0.0210052690276569,0.005,0.0373673048454384,0.275915490070118,0.0707106781186548,-3.28695915889268
"1082",1082,9,"Structural",93.09,"architect","edu_exten_community",10.8688221394398,12.8242972838027,4.31012775913002,"Hourly Rate","seniorpro",0.392863214687333,2009,"2.5m-9m","8k-60k","C2108",NA,"2009.318",0,"profit",0.0832194131238984,0.133,0.148484898469548,0.436591104662884,0.364691650576209,-1.90727201971831
"1083",1083,1,"Civil",100,"builder","civBldg_subdiv_sewer",7.6478432643748,9.94824196495605,4.60517018598809,"Hourly Rate","seniorpro",-0.143661971830986,2009,"3wk-2.5m","600-2.5k","C2781",NA,"2009.319",1,"loss",0.134316842587204,0.099,0.0681043658356946,0.51212599970472,0.314642654451045,-2.6867139586937
"1084",1084,3,"Structural",99.27,"architect","residential",9.1773261845865,8.81424275163382,4.16449232212418,"Fixed Quote","gradpro",0.130518852723171,2009,"1.5y-3y","8k-60k","C2474",NA,"2009.321",0,"profit",0.265773391707402,0.613,0.334763967822621,0.642940079495179,0.782943165242535,-1.09432956914956
"1085",1085,2,"Structural",100,"architect","art_facade_awn_memb",7.30609397065275,9.62046129162054,3.99911771227908,"Hourly Rate","director",0.770491803278688,2009,"2.5m-9m","600-2.5k","C2406",NA,"2009.326",0,"profit",0.184011869309965,0.253,0.479699777986172,0.568785625685133,0.502991053598372,-0.734594833292295
"1086",1086,4,"Civil",100,"hosp_institut_health","civBldg_subdiv_sewer",8.01759028988089,7.91935619066062,4.47163879336357,"Hourly Rate","seniorpro",0.0363670623704541,2009,"3wk-2.5m","2.5k-8k",NA,NA,"2009.330",0,"profit",0.0798419638474563,0.292,0.142477131876531,0.430603018826896,0.540370243444252,-1.94857377021085
"1087",1087,4,"Structural",98.13,"biz_bldgserv_internal","residential",8.98076460765389,9.03190126869645,3.84438635671233,"Hourly Rate","gradpro",0.333024976873265,2009,"1.5y-3y","2.5k-8k","C2516",NA,"2009.331",0,"profit",0.318006560949945,0.329,0.226730807312468,0.682567113814067,0.573585215987999,-1.48399183607217
"1088",1088,1,"Structural",100,"biz_bldgserv_internal","hotel_office_dining",5.39655146576831,9.03190126869645,4.60517018598809,"Hourly Rate","director",0.333333333333333,2009,"1d-3wk","100-600","C2516",NA,"2009.332",0,"profit",0.0902970795286318,0.056,0.139512532226708,0.44863301963016,0.236643191323985,-1.9696008450052
"1089",1089,1,"Structural",100,"artist_landarch","art_facade_awn_memb",6.02217213102901,7.80026548219089,4.60517018598809,"Fixed Quote","director",0.52,2010,"1d-3wk","100-600","C2278",NA,"2009.335",0,"profit",0.0683043331069493,0.099,0.0665946512682872,0.408773517176194,0.314642654451045,-2.7091310159479
"1090",1090,1,"Structural",100,"town planner","residential",6.22946058870341,5.4380793089232,4.60517018598809,"Hourly Rate","director",0.533333333333333,2009,"1d-3wk","100-600",NA,NA,"2009.336",0,"profit",0.121351667595427,0.284,0.114767402541243,0.495087448544156,0.532916503778969,-2.16484778540727
"1091",1091,6,"Structural",56.03,"architect","residential",9.41966851870204,10.7663823599921,3.85629885665578,"Hourly Rate","midpro",-0.288895959274578,2009,"1.5y-3y","8k-60k","C2053",NA,"2009.337",1,"loss",0.295253374049486,0.441,0.188258091973775,0.665883555446975,0.66407830863536,-1.66994142797352
"1092",1092,3,"Structural",100,"builder","edu_exten_community",9.47069332067289,10.4423570452036,4.57471097850338,"Fixed Quote","seniorpro",0.4841850990845,2009,"2.5m-9m","8k-60k","C2297",NA,"2009.338",0,"profit",0.0478814636478165,0.071,0.0688571727637309,0.363124712460049,0.266458251889485,-2.6757208796589
"1093",1093,1,"Structural",100,"artist_landarch","art_facade_awn_memb",6.31284219764246,9.17984508136626,4.60517018598809,"Fixed Quote","director",-0.555555555555556,2009,"2.5m-9m","100-600","C2790","CN1789","2009.341",1,"loss",0.251551392664298,0.344,0.369523971568107,0.631260926916237,0.586515131944607,-0.995539665006453
"1094",1094,1,"Structural",100,"biz_bldgserv_internal","wharf_bridge",8.35471166641454,11.1804610662265,4.60517018598809,"Fixed Quote","seniorpro",0.402822030040965,2009,"2.5m-9m","2.5k-8k","C2002",NA,"2009.342",0,"profit",5.86986120729808e-08,0.114,0.0627250117545163,0.00388635627091965,0.337638860322683,-2.76899499933204
"1095",1095,7,"Water",94.79,"biz_bldgserv_internal","waste_wat_manage",10.3431814298887,10.2449473306684,4.12713438504509,"Fixed Quote","seniorpro",0.158620689655172,2009,"9m-1.5y","8k-60k",NA,NA,"2009.343",0,"profit",0.254692042302836,0.227,0.158011093060059,0.633877191880902,0.476445169982864,-1.84509003917884
"1096",1096,7,"Structural",99.54,"architect","residential",9.2858200332945,8.96565903885552,3.87949981372259,"Fixed Quote","gradpro",-0.121767955801105,2010,"1.5y-3y","8k-60k","C2973",NA,"2009.345",1,"loss",0.418033518381966,0.36,0.370524437320303,0.747716621748469,0.6,-0.992835878741476
"1097",1097,2,"Environmental Planning",100,"enviro_water","flood_h2o_harvest",9.95515401594007,11.1897014616735,4.36830796253294,"Fixed Quote","gradpro",0.552032520325203,2009,"2.5m-9m","8k-60k","C2306",NA,"2009.347",0,"profit",0.305600430979184,0.331,0.172712286789457,0.673572974978946,0.575325994545701,-1.75612815108252
"1098",1098,4,"Water",100.01,"developer/real estate","waste_wat_manage",10.5300630946571,10.3739791876876,4.05404326544858,"Fixed Quote","seniorpro",0.0250345989127542,2010,"9m-1.5y","8k-60k","C2602",NA,"2009.348",0,"profit",0.248630720169358,0.113,0.159107902941394,0.62880829575986,0.336154726279432,-1.83817267207887
"1099",1099,3,"Civil",100,"road_rail_gov_util","art_facade_awn_memb",9.93263949056896,9.14125821078874,3.60141342833266,"Fixed Quote","seniorpro",0.458203125,2009,"2.5m-9m","8k-60k",NA,NA,"2009.349",0,"profit",0.0802414072568687,0.167,0.122870226629221,0.43131991625479,0.408656334834051,-2.09662654864093
"1100",1100,3,"Structural",44.83,"architect","residential",8.40717235181605,9.14491292252555,4.01041932728434,"Hourly Rate","midtech",2.20315581854043,2009,"3wk-2.5m","2.5k-8k","C2741",NA,"2009.350",0,"profit",0.215736071650872,0.383,0.460583326319493,0.599755522296907,0.618869937870632,-0.775261492165043
"1101",1101,6,"Structural",52.69,"builder","edu_exten_community",10.257231651995,8.34626251154896,3.93162953506706,"Fixed Quote","seniorpro",0.382685375724797,2010,"9m-1.5y","8k-60k","C2863",NA,"2009.351",0,"profit",0.218411253626938,0.359,0.277625941945334,0.602224385571126,0.59916608715781,-1.28148060390402
"1102",1102,2,"Structural",55,"architect","hotel_office_dining",7.99038803759863,10.6552538157508,4.00733318523247,"Fixed Quote","director",0.211581291759465,2010,"2.5m-9m","2.5k-8k","C2236","CN1876","2010.003",0,"profit",0.223416935361483,0.364,0.175414700603277,0.606790393754596,0.603324125159934,-1.74060239067878
"1103",1103,1,"Structural",100,"biz_bldgserv_internal","edu_exten_community",5.88109353276911,9.03190126869645,4.60517018598809,"Fixed Quote","director",0.466666666666667,2010,"1d-3wk","100-600","C2516",NA,"2010.004",0,"profit",0.138697849687306,0.271,0.133107254829962,0.517634534090123,0.520576603392815,-2.01660004845522
"1104",1104,2,"Structural",100,"artist_landarch","art_facade_awn_memb",9.77445870991401,9.17984508136626,4.16091227316077,"Fixed Quote","director",0.280743376828786,2010,"3wk-2.5m","8k-60k","C2790","CN1789","2010.005",0,"profit",0.0144105496316521,0.056,0.0665752528339765,0.243347477348571,0.236643191323985,-2.70942234955782
"1105",1105,3,"Structural",50.49,"artist_landarch","art_facade_awn_memb",8.93709385833722,9.17984508136626,3.90197266957464,"Fixed Quote","midtech",0.500267522739433,2010,"2.5m-9m","2.5k-8k","C2790","CN1789","2010.006",0,"profit",0.19722226289477,0.125,0.154992503566228,0.582083531834526,0.353553390593274,-1.86437852732132
"1106",1106,5,"Structural",68.75,"architect","edu_exten_community",9.34824888222306,9.37352158211771,4.17284762371004,"Fixed Quote","seniorpro",0.225376593279258,2010,"2.5m-9m","8k-60k","C2641",NA,"2010.007",0,"profit",0.175012406224891,0.227,0.349828158103145,0.55935768854417,0.476445169982864,-1.05031322191543
"1107",1107,4,"Structural",100,"lawyer_bodyC","art_facade_awn_memb",8.62603072367838,8.5440298453698,3.77230106225301,"Fixed Quote","director",1.40140268848627,2010,"2.5m-9m","2.5k-8k",NA,NA,"2010.010",0,"profit",0.053020923956493,0.099,0.046663964854113,0.375678000591229,0.314642654451045,-3.06478304270027
"1108",1108,4,"Civil",90.51,"architect","Subdivision",8.36347173620375,9.15204896359908,3.9545076170343,"Hourly Rate","gradpro",-0.146176708997568,2010,"3wk-2.5m","2.5k-8k","C2022",NA,"2010.011",1,"loss",0.364073579736666,0.446,0.439672012754616,0.714051805027835,0.66783231428256,-0.821726255595297
"1109",1109,8,"Structural",68.84,"architect","residential",10.5415263974322,12.8242972838027,4.10544934195421,"Fixed Quote","midpro",-0.329922003881937,2010,"1.5y-3y","8k-60k","C2108",NA,"2010.012",1,"loss",0.364052182709604,0.401,0.30436478453931,0.714037816202527,0.633245607959503,-1.18952834779701
"1110",1110,1,"Structural",100,"architect","hosp_health_carpark",6.44502898184905,10.0459540950504,4.60517018598809,"Fixed Quote","seniorpro",0.705882352941177,2010,"1d-3wk","600-2.5k","C2134","CN1507","2010.013",0,"profit",0.0453185280992776,0.007,0.0383783721366648,0.356526595426507,0.0836660026534076,-3.26026120366727
"1111",1111,2,"Structural",100,"builder","edu_exten_community",6.29660897673077,8.34626251154896,4.60517018598809,"Fixed Quote","seniorpro",0.481481481481481,2010,"2.5m-9m","100-600","C2863",NA,"2010.015",0,"profit",0.51787306497539,0.565,0.367423255939502,0.803047265982848,0.751664818918645,-1.00124080951222
"1112",1112,3,"Structural",49.23,"architect","edu_exten_community",7.18037651689937,10.6552538157508,3.9273056289593,"Fixed Quote","seniortech",-0.354666666666667,2010,"2.5m-9m","600-2.5k","C2236",NA,"2010.016",1,"loss",0.63397962479426,0.409,0.616062158885237,0.859063169856507,0.639531078212779,-0.484407413258185
"1113",1113,9,"Structural",61.94,"architect","edu_exten_community",10.8636618406057,10.0459540950504,3.78532535238219,"Fixed Quote","director",0.0591264550335573,2010,"1.5y-3y","8k-60k","C2134",NA,"2010.017",0,"profit",0.366050603904827,0.205,0.347775315939291,0.71534197467795,0.452769256906871,-1.05619865157802
"1114",1114,2,"Civil",100,"biz_bldgserv_internal","waste_wat_manage",9.77784906606646,9.03190126869645,3.97368238581487,"Fixed Quote","seniorpro",0.475930971843778,2010,"2.5m-9m","8k-60k","C2516",NA,"2010.018",0,"profit",0.203826987721627,0.299,0.316179494539363,0.588510065881094,0.546808924579693,-1.15144520596373
"1115",1115,1,"Structural",100,"builder","residential",7.32622839391193,8.32320059219371,4.60517018598809,"Hourly Rate","director",0.266968325791855,2010,"2.5m-9m","600-2.5k","C2113",NA,"2010.019",0,"profit",0.169586623382408,0.006,0.0744243036604328,0.553516448456201,0.0774596669241483,-2.59797272838295
"1116",1116,2,"Structural",100,"architect","edu_exten_community",8.79804492846998,8.13707121597169,4.50987000613377,"Fixed Quote","director",0.387940841865757,2010,"9m-1.5y","2.5k-8k","C2049",NA,"2010.020",0,"profit",0.139855171748061,0.146,0.182854131494273,0.519070296063327,0.382099463490856,-1.69906653965009
"1117",1117,1,"Structural",100,"sign_manufac","sign_product",6.70207408483894,7.90557069678047,4.60517018598809,"Hourly Rate","director",0.875,2010,"1d-3wk","600-2.5k","C2854","CN1398","2010.021",0,"profit",0.00914511447606342,0.008,0.0337001989523048,0.209120390914416,0.0894427190999916,-3.39025153801202
"1118",1118,7,"Structural",62.31,"enviro_water","waste_wat_manage",11.2346664095077,10.0474749031134,3.74997455347375,"Fixed Quote","director",-0.0620420278110903,2010,"9m-1.5y","60k-1.8m","C2354",NA,"2010.024",1,"loss",0.146415451790892,0.33,0.15089255460677,0.527062726098824,0.574456264653803,-1.89118725434096
"1119",1119,1,"Structural",100,"artist_landarch","art_facade_awn_memb",6.98975615729072,6.54949336218212,4.60517018598809,"Fixed Quote","director",0.801801801801802,2010,"9m-1.5y","600-2.5k","C2397","CN1482","2010.025",0,"profit",0.136338030228762,0.466,0.249552439445062,0.514682029790558,0.682641926635041,-1.38808620773837
"1120",1120,19,"Civil",70.14,"lawyer_bodyC","civBldg_subdiv_sewer",13.4365922423088,13.3545913640002,3.97799799435168,"Fixed Quote","seniorpro",0.322652686180536,2010,">3y","60k-1.8m",NA,NA,"2010.028",0,"profit",5.9484264126952e-07,0.442,0.0778255156727835,0.00841009105320397,0.664830805543786,-2.55328593662073
"1121",1121,1,"Structural",100,"architect","hosp_health_carpark",8.24251912578609,10.6552538157508,4.60517018598809,"Fixed Quote","director",1.00286123032904,2010,"3wk-2.5m","2.5k-8k","C2236","CN1876","2010.030",0,"profit",0.0391287158396943,0.008,0.055182978494501,0.339493813784363,0.0894427190999916,-2.89710073385886
"1122",1122,21,"Civil",49.5,"architect","civBldg_subdiv_sewer",11.3630132012633,10.7663823599921,3.4493524235492,"Hourly Rate","midtech",-0.379796854073183,2010,">3y","60k-1.8m","C2053",NA,"2010.032",1,"loss",0.736271977889993,0.624,0.569942987323612,0.902982687656568,0.78993670632526,-0.562218945395377
"1123",1123,4,"Structural",56.7,"architect","residential",8.50047809678566,8.96565903885552,3.76815263500844,"Fixed Quote","midtech",-0.273164861612515,2010,"2.5m-9m","2.5k-8k","C2973","CN1427","2010.033",1,"loss",0.472490567496644,0.506,0.446881491561092,0.77886893236296,0.71133676975115,-0.805461839069099
"1124",1124,1,"Structural",100,"person","residential",6.29660897673077,6.21460809842219,4.60517018598809,"Fixed Quote","director",2.125,2010,"1d-3wk","100-600",NA,NA,"2010.034",0,"profit",0.324719266356011,0.068,0.230592643784927,0.687336413384774,0.260768096208106,-1.46710257198156
"1125",1125,2,"Structural",87.8,"architect","art_facade_awn_memb",8.08836844595883,10.0459540950504,4.47506150064107,"Fixed Quote","director",1.42424242424242,2010,"1d-3wk","2.5k-8k","C2134",NA,"2010.035",0,"profit",0.00752350938763382,0.106,0.0671763822757382,0.195947693487313,0.325576411921994,-2.70043354745763
"1126",1126,1,"Structural",100,"person","edu_exten_community",6.86192278578083,6.77992190747225,4.60517018598809,"Fixed Quote","director",0.375,2010,"1d-3wk","600-2.5k",NA,NA,"2010.036",0,"profit",0.0674024923378568,0.052,0.0704390067319235,0.406966491329896,0.228035085019828,-2.65300809636321
"1127",1127,3,"Structural",41.01,"architect","residential",8.88887414483927,8.81424275163382,4.07736793801498,"Hourly Rate","midtech",-0.0754325259515571,2010,"1.5y-3y","2.5k-8k","C2474","CN1438","2010.039",1,"loss",0.458147269769114,0.335,0.617116661445387,0.770906488361375,0.578791845139511,-0.482697194432194
"1128",1128,7,"Civil",48.03,"builder","flood_h2o_harvest",10.2473718104749,10.1390923391488,3.79346466930401,"Fixed Quote","midtech",0.210078469427097,2010,"2.5m-9m","8k-60k","C2918",NA,"2010.040",0,"profit",0.478093211492563,0.716,0.635614816251935,0.781935371134984,0.846167832052247,-0.453162533936867
"1129",1129,2,"Water",100,"biz_bldgserv_internal","flood_h2o_harvest",8.26511895770333,11.2420046675618,4.5128355747853,"Fixed Quote","seniorpro",0.132911392405063,2010,"9m-1.5y","2.5k-8k","C2548",NA,"2010.041",0,"profit",0.292383543567509,0.358,0.237804295601554,0.663719089005866,0.598331012066064,-1.43630723096281
"1130",1130,5,"Civil",99.99,"town planner","waste_wat_manage",9.87567356483751,9.66667855285783,3.89161619565048,"Fixed Quote","seniorpro",-0.181921935631134,2010,"2.5m-9m","8k-60k","C2186",NA,"2010.042",1,"loss",0.176608447409234,0.394,0.165411355438846,0.561052916388847,0.627694193059009,-1.79931984434258
