"","X","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol","f.rpdol","log","rf","boost","norm.log","norm.rf","norm.boost"
"91",91,3,"Structural",46.29,"architect","residential",11.1447223569415,10.3115020747913,3.9231607498386,"Hourly Rate","director",0.234262619273039,2004,">3y","60k-1.8m","C2481",NA,"2004.052",0,"profit",0.0761978627533039,0.124,0.104683482357807,0.423949632740271,0.35213633723318,-2.25681393517685
"92",92,3,"Structural",38.4,"architect","edu_exten_community",11.3539578049709,10.7663823599921,3.98861360758986,"Hourly Rate","director",0.217769778046821,2004,"1.5y-3y","60k-1.8m","C2053",NA,"2004.054",0,"profit",0.101006600079969,0.192,0.152160901427354,0.465711094663445,0.438178046004133,-1.8828167559955
"93",93,7,"Civil",37.3,"engineer","waste_wat_manage",9.92683234177031,11.7987991282354,4.22829253473184,"Hourly Rate","director",0.20878958271678,2004,">3y","8k-60k","C2475",NA,"2004.056.1",0,"profit",0.229853747540315,0.24,0.217698504180152,0.612562673617016,0.489897948556636,-1.5246441817797
"94",94,7,"Civil",37.3,"engineer","waste_wat_manage",10.8917863855432,11.7987991282354,3.76676599277101,"Hourly Rate","director",0.172632492581116,2004,">3y","8k-60k","C2475",NA,"2004.056.2",0,"profit",0.173461912419423,0.124,0.107888278706284,0.557700940302593,0.35213633723318,-2.22665904370053
"95",95,7,"Structural",37.3,"engineer","sign_product",8.19112895299848,11.7987991282354,4.2284382967028,"Fixed Quote","director",-0.591778880226789,2004,">3y","2.5k-8k","C2475",NA,"2004.056.3",1,"loss",0.203699402030146,0.143,0.0624442899996726,0.588387247444742,0.378153408023781,-2.77348047974258
"96",96,7,"Structural",37.3,"engineer","residential",12.1559025238122,11.7987991282354,3.78054664263976,"Hourly Rate","seniortech",0.0270813197386017,2004,">3y","60k-1.8m","C2475",NA,"2004.056.4",0,"profit",0.197139804637234,0.23,0.110361985631133,0.582002397849178,0.479583152331272,-2.20398953748671
"97",97,7,"Structural",37.3,"engineer","residential",9.02607404541869,11.7987991282354,4.23497569196185,"Fixed Quote","director",0.147859922178988,2004,">3y","8k-60k","C2475",NA,"2004.056.5",0,"profit",0.304220901116786,0.423,0.18529605638192,0.672557906866222,0.650384501660364,-1.68580042825988
"98",98,7,"Civil",37.3,"engineer","waste_wat_manage",8.71437709676303,11.7987991282354,3.40916555131133,"Fixed Quote","director",0.883720930232558,2004,">3y","2.5k-8k","C2475",NA,"2004.056.6",0,"profit",0.482623111912502,0.382,0.320550580296613,0.78439720687508,0.618061485614498,-1.13771519823507
"99",99,7,"Civil",37.3,"road_rail_gov_util","civBldg_subdiv_sewer",9.13431177385939,10.7943090803508,4.14788532915013,"Hourly Rate","seniortech",1.02742523505386,2004,">3y","8k-60k","C2006",NA,"2004.056.7",0,"profit",0.387730883876328,0.403,0.329965319945463,0.729194635603196,0.634822809924155,-1.10876772111842
"100",100,7,"Structural",37.3,"engineer","sign_product",9.73082966938577,11.7987991282354,3.92474177783592,"Hourly Rate","director",0.0499980454243384,2004,">3y","8k-60k","C2475",NA,"2004.056.8",0,"profit",0.119469901309852,0.343,0.0883084716263071,0.492515045101784,0.585662018573853,-2.42691923456652
"101",101,7,"Civil",37.3,"engineer","parks and open spaces",7.21029969998676,11.7987991282354,4.27485893148035,"Fixed Quote","midpro",0.614953271028037,2004,">3y","600-2.5k","C2475",NA,"2004.056.9",0,"profit",0.825601589846992,0.461,0.490415146408736,0.938116641722894,0.678969807870718,-0.712503009011774
"102",102,2,"Structural",70.59,"architect","residential",6.80135632750227,10.3335464065589,4.25688849140738,"Hourly Rate","director",-0.495606326889279,2004,"9m-1.5y","600-2.5k","C2314",NA,"2004.058",1,"loss",0.456893133848467,0.575,0.583288115515097,0.770202417042408,0.758287544405155,-0.539074019997061
"103",103,9,"Civil",33.46,"developer/real estate","waste_wat_manage",14.3302421424873,13.9559889914245,4.11120167928852,"Fixed Quote","seniorpro",0.33263506757714,2004,">3y","60k-1.8m","C2392",NA,"2004.063",0,"profit",0.466399809175276,0.543,0.608577206348648,0.775507712646103,0.736885337077622,-0.496631494818975
"104",104,2,"Structural",10.07,"architect","residential",6.33483096263286,9.35044747216883,4.60517018598809,"Fixed Quote","seniortech",-0.832946635730858,2004,"2.5m-9m","100-600","C2666",NA,"2004.065",1,"loss",0.918498901406508,0.759,0.897049609865253,0.972059570250462,0.87120606058498,-0.108644112025424
"105",105,2,"Structural",7.28,"sign_manufac","art_facade_awn_memb",9.44587408269784,8.44279717778255,4.19975507662997,"Fixed Quote","director",-0.30627198808711,2004,"1.5y-3y","8k-60k","C2920",NA,"2004.070",1,"loss",0.112709932245098,0.294,0.135572909670372,0.483044783278792,0.542217668469038,-1.99824570462671
"106",106,2,"Structural",28.25,"sign_manufac","art_facade_awn_memb",9.77239598846589,8.44279717778255,4.26267987704132,"Fixed Quote","seniortech",0.358135474013533,2004,"3wk-2.5m","8k-60k","C2920",NA,"2004.071",0,"profit",0.0556587742893102,0.098,0.0956353408873619,0.381807579893677,0.313049516849971,-2.34721285268359
"107",107,1,"Water",100,"engineer","civBldg_subdiv_sewer",11.3178453237536,9.48310041262579,4.60517018598809,"Fixed Quote","director",-0.147673535615772,2004,"9m-1.5y","60k-1.8m","C2384",NA,"2004.076",1,"loss",0.0535445181438991,0.301,0.101723666727526,0.376910588509807,0.548634668973808,-2.28549529181556
"108",108,2,"Structural",23.92,"sign_manufac","residential",7.95751410181698,8.69450220638665,4.17438726989564,"Fixed Quote","director",-0.659523631747928,2004,"2.5m-9m","2.5k-8k","C2377",NA,"2004.077",1,"loss",0.243419769331574,0.174,0.0994388578236504,0.624384263418356,0.417133072292284,-2.30821231793122
"109",109,2,"Civil",47.76,"architect","art_facade_awn_memb",8.42744371516571,7.40806985472246,4.0943445622221,"Fixed Quote","director",0.410295766479799,2004,"2.5m-9m","2.5k-8k","C2837",NA,"2004.078",0,"profit",0.273251636665019,0.359,0.483710186833625,0.648914667413948,0.59916608715781,-0.726269339144189
"110",110,4,"Structural",75.27,"builder","edu_exten_community",8.91772266274559,8.31907146678818,4.29210192714589,"Hourly Rate","director",0.464628058526989,2004,">3y","2.5k-8k","C2717",NA,"2004.081",0,"profit",0.160723505477579,0.415,0.246644348589283,0.543700583003019,0.644204936336256,-1.39980786423757
"111",111,2,"Civil",50.59,"resources","industrial",7.91349804973319,10.6812182694309,3.92375392830384,"Fixed Quote","director",-0.431278607847022,2004,"2.5m-9m","2.5k-8k","C2596",NA,"2004.082",1,"loss",0.591478508788357,0.584,0.628242086393324,0.839420664775585,0.764198926981712,-0.464829698907847
"112",112,2,"Structural",61.11,"architect","residential",7.69295444678605,7.46737106691756,4.11267551890682,"Fixed Quote","director",0.178451178451178,2004,"3wk-2.5m","600-2.5k",NA,NA,"2004.084",0,"profit",0.350346353639428,0.462,0.279617288172308,0.704962259193496,0.679705818718657,-1.27433343873031
"113",113,2,"Structural",29.31,"sign_manufac","art_facade_awn_memb",8.31199365519227,8.44279717778255,4.25688849140738,"Fixed Quote","director",0.43329658213892,2004,"3wk-2.5m","2.5k-8k","C2920",NA,"2004.087",0,"profit",0.0535001693259372,0.016,0.0998046477460622,0.376806499695968,0.126491106406735,-2.30454052614727
"114",114,2,"Structural",100,"engineer","edu_exten_community",7.72112532375275,10.0494467737871,4.60517018598809,"Hourly Rate","director",-0.236641221374046,2004,"2.5m-9m","600-2.5k","C2704",NA,"2004.088",1,"loss",0.100158717156905,0.153,0.178682839843549,0.464404320151339,0.391152144312159,-1.72214288916387
"115",115,1,"Structural",100,"architect","residential",9.14020950769563,9.31154225248515,4.60517018598809,"Fixed Quote","director",-0.0797773654916512,2004,"9m-1.5y","8k-60k","C2224",NA,"2004.089",1,"loss",0.108473955379576,0.336,0.13799309554982,0.476915926124093,0.579655069847578,-1.98055162732427
"116",116,2,"Structural",6.15,"architect","residential",6.3783160745726,10.3335464065589,4.60517018598809,"Fixed Quote","director",-0.81105527638191,2004,"2.5m-9m","100-600","C2314",NA,"2004.090",1,"loss",0.879541795424662,0.594,0.830910588109547,0.958117620529325,0.770713954719908,-0.185233085451548
"117",117,6,"Structural",68.75,"road_rail_gov_util","residential",10.5567866494476,10.6722826439353,4.14788532915013,"Hourly Rate","director",-0.276265544365099,2004,">3y","8k-60k","C2967",NA,"2004.093",1,"loss",0.103268017754702,0.172,0.0806489726687619,0.469161047122484,0.414728827066554,-2.51764921263511
"118",118,2,"Structural",6.33,"architect","hotel_office_dining",9.46742241890405,9.02182527474674,3.93064846955131,"Hourly Rate","seniorpro",0.0571333452841302,2004,">3y","8k-60k","C2302",NA,"2004.095",0,"profit",0.175241390865919,0.417,0.3975808919596,0.55960153506415,0.645755371638518,-0.922356863806274
"119",119,2,"Structural",21.99,"sign_manufac","residential",8.86720414965978,8.44279717778255,4.33990170837321,"Hourly Rate","director",0.420864437613701,2004,"9m-1.5y","2.5k-8k","C2920",NA,"2004.096",0,"profit",0.196498226090248,0.25,0.125480752956966,0.581370348838285,0.5,-2.07560289506429
"120",120,2,"Structural",29.54,"developer/real estate","report",9.38146756604861,8.91395385889425,3.59895474658595,"Fixed Quote","director",-0.0534732633683158,2004,"9m-1.5y","8k-60k","C2355",NA,"2004.098",1,"loss",0.473517904496089,0.603,0.455465731721941,0.779433022383018,0.776530746332687,-0.786434797336268
"121",121,1,"Structural",100,"architect","edu_exten_community",6.84565658639885,10.6552538157508,4.60517018598809,"Hourly Rate","director",0.5,2004,"1d-3wk","600-2.5k","C2236",NA,"2004.099",0,"profit",0.0248895677555111,0,0.041274548080444,0.291970597196991,0,-3.18750923822573
"122",122,2,"Structural",1.64,"architect","residential",9.77239598846589,8.16308637558322,4.40195180348115,"Fixed Quote","director",0.165210153974199,2004,"1.5y-3y","8k-60k","C2180",NA,"2004.103",0,"profit",0.311908150663437,0.262,0.274214847440158,0.678175726403762,0.511859355682789,-1.29384336510633
"123",123,1,"Structural",100,"builder","residential",6.33483096263286,7.63034960506481,4.60517018598809,"Fixed Quote","director",0.333333333333333,2004,"1d-3wk","100-600","C2491",NA,"2004.104",0,"profit",0.131650942186714,0.012,0.0449393028010562,0.50871513322756,0.109544511501033,-3.10244252634049
"124",124,3,"Water",90.87,"unknown","waste_wat_manage",9.88859046143713,9.66300708156864,4.21405167158685,"Fixed Quote","director",0.59969481180061,2004,"1.5y-3y","8k-60k",NA,NA,"2004.109",0,"profit",0.117363511778837,0.312,0.1895229760675,0.489603332700512,0.558569601750758,-1.66324501607054
"125",125,2,"Structural",64.52,"architect","refurb/renovation",7.08204536446307,8.93047169529196,4.16697525325701,"Hourly Rate","director",0.550387596899225,2004,"2.5m-9m","600-2.5k","C2056",NA,"2004.111",0,"profit",0.278362816409388,0.333,0.505207285774536,0.652935688745901,0.57706152185014,-0.682786467044993
"126",126,2,"Structural",18.75,"architect","residential",7.6313951025384,9.64035239100384,3.84395827451402,"Fixed Quote","director",0.290603921568627,2004,"3wk-2.5m","600-2.5k","C2614",NA,"2004.114",0,"profit",0.5726679190756,0.409,0.45307473544754,0.830426025581248,0.639531078212779,-0.791698188193736
"127",127,2,"Structural",90,"engineer","sign_product",5.92936585452469,5.7037824746562,4.49980967033027,"Fixed Quote","seniorpro",0.675977653631285,2004,"1d-3wk","100-600",NA,NA,"2004.116",0,"profit",0.0717940033288343,0.579,0.218016864357813,0.415619635313811,0.760920495189872,-1.52318285974562
"128",128,1,"Structural",100,"developer/real estate","residential",6.30666008566616,8.03241535913174,4.60517018598809,"Fixed Quote","director",0.25,2004,"3wk-2.5m","100-600","C2360",NA,"2004.118",0,"profit",0.453834479168759,0.263,0.251324669840163,0.768479869986181,0.512835256198323,-1.38100967036838
"129",129,2,"Structural",4.05,"architect","refurb/renovation",9.84138885995284,11.3613823159112,4.08966697267099,"Hourly Rate","contracttech",0.267866349981827,2004,"9m-1.5y","8k-60k","C2744",NA,"2004.119",0,"profit",0.999994133053358,0.381,0.528957191807714,0.999998044347295,0.617251974480439,-0.636847773257033
"130",130,1,"Structural",100,"hosp_institut_health","hosp_health_carpark",6.57818503433065,7.85652094539749,4.60517018598809,"Fixed Quote","director",0.636363636363636,2007,"3wk-2.5m","600-2.5k","C2939",NA,"2004.121",0,"profit",0.0999343612669556,0.019,0.0456558386008463,0.464057305129696,0.137840487520902,-3.08662378086774
"131",131,3,"Water",85.21,"engineer","waste_wat_manage",9.32752863644301,10.3508697353453,4.42843300748804,"Fixed Quote","director",0.329293333333333,2004,"1.5y-3y","8k-60k","C2639",NA,"2004.122",0,"profit",0.128488290330102,0.15,0.0801590773524303,0.504608447695485,0.387298334620742,-2.5237421517863
"132",132,2,"Water",100,"developer/real estate","civBldg_subdiv_sewer",7.32808273564314,7.10249935577465,4.60517018598809,"Hourly Rate","director",-0.532692307692308,2004,"3wk-2.5m","600-2.5k",NA,NA,"2004.123",1,"loss",0.192222018449127,0.364,0.224796391829084,0.577122107754277,0.603324125159934,-1.49256021167378
"133",133,1,"Water",100,"enviro_water","waste_wat_manage",8.60236441756798,8.37678103769949,4.60517018598809,"Fixed Quote","director",0.498275862068966,2004,"3wk-2.5m","2.5k-8k",NA,NA,"2004.124",0,"profit",0.059246272741433,0.024,0.0583317427246974,0.38984055007469,0.154919333848297,-2.84160886167512
"134",134,1,"Structural",100,"builder","hosp_health_carpark",8.48846995658993,11.3839547423763,4.60517018598809,"Hourly Rate","director",2.23105833333333,2004,"1d-3wk","2.5k-8k","C2683",NA,"2004.125",0,"profit",0.00602283025022725,0.017,0.0357559550445318,0.181942241566477,0.130384048104053,-3.33103844904192
"135",135,1,"Structural",100,"biz_bldgserv_internal","residential",7.39570292331812,9.03190126869645,4.60517018598809,"Hourly Rate","director",0.441241685144124,2004,"3wk-2.5m","600-2.5k","C2516",NA,"2004.126",0,"profit",0.141738903533937,0.067,0.105805100792702,0.521390390871158,0.258843582110896,-2.24615654906884
"136",136,4,"Civil",32.97,"engineer","residential",10.5565567941821,9.50669423552512,3.84566950487813,"Fixed Quote","director",-0.446960967296924,2004,"9m-1.5y","8k-60k","C2650",NA,"2004.128",1,"loss",0.228833434072279,0.213,0.121030097882035,0.611654947096947,0.461519230368573,-2.11171602149003
"137",137,2,"Structural",85,"sign_manufac","art_facade_awn_memb",6.33483096263286,8.44279717778255,4.44265125649032,"Fixed Quote","director",-0.0126165660998354,2004,"2.5m-9m","100-600","C2920",NA,"2004.129",1,"loss",0.446525883719442,0.33,0.41749852753917,0.764332300028625,0.574456264653803,-0.873474261549734
"138",138,1,"Structural",100,"builder","residential",5.97018784904495,6.02209074064974,4.60517018598809,"Fixed Quote","director",0.5625,2004,"1d-3wk","100-600","C2570",NA,"2004.130",0,"profit",0.162439204230979,0.03,0.0629389584565024,0.54562837963715,0.173205080756888,-2.76558993567946
"139",139,2,"Structural",27.7,"builder","edu_exten_community",11.0565043532973,8.34626251154896,3.91202300542815,"Fixed Quote","director",0.301349113486039,2004,"9m-1.5y","60k-1.8m","C2863",NA,"2004.131",0,"profit",0.152662229989414,0.361,0.227382940079149,0.534454248827314,0.600832755431992,-1.48111972211959
"140",140,2,"Structural",11.63,"biz_bldgserv_internal","residential",7.8988065009902,9.03190126869645,4.01041932728434,"Fixed Quote","director",0.376,2004,"9m-1.5y","2.5k-8k","C2516",NA,"2004.132",0,"profit",0.496092046944147,0.297,0.393397979183932,0.791627285550881,0.544977063737549,-0.932933509837697
"141",141,2,"Structural",44.44,"sign_manufac","art_facade_awn_memb",8.04962939072478,8.44279717778255,3.94216416234013,"Hourly Rate","director",0.101928374655647,2004,"3wk-2.5m","2.5k-8k","C2920",NA,"2004.134",0,"profit",0.031139720720431,0.085,0.0860360515662499,0.314609310613822,0.291547594742265,-2.45298886631147
"142",142,2,"Structural",80,"architect","refurb/renovation",8.54676168735877,10.3335464065589,4.38202663467388,"Hourly Rate","director",1.31875881523272,2004,"2.5m-9m","2.5k-8k","C2314",NA,"2004.135",0,"profit",0.0953143481745843,0.084,0.117727059146397,0.456792986687224,0.289827534923789,-2.13938639184901
"143",143,3,"Structural",66.12,"architect","art_facade_awn_memb",8.33930946583924,10.7663823599921,4.19147127295282,"Fixed Quote","director",0.380022724925111,2004,"3wk-2.5m","2.5k-8k","C2053",NA,"2004.136",0,"profit",0.0636995246727242,0.076,0.100476336855745,0.399373027512048,0.275680975041804,-2.29783303337838
"144",144,1,"Structural",100,"sign_manufac","art_facade_awn_memb",8.94088945287369,8.44279717778255,4.60517018598809,"Fixed Quote","director",0.0933632286995516,2004,"3wk-2.5m","2.5k-8k","C2920",NA,"2004.137",0,"profit",0.0173927228763004,0.029,0.0486148932036439,0.259093107038466,0.170293863659264,-3.0238253505008
"145",145,1,"Structural",100,"builder","hosp_health_carpark",6.18043580847974,6.02209074064974,4.60517018598809,"Fixed Quote","director",0.243213617899284,2004,"1d-3wk","100-600","C2570",NA,"2004.138",0,"profit",0.0671114666457817,0.005,0.0422791625538221,0.406379922636943,0.0707106781186548,-3.16346092532333
"146",146,3,"Water",80.75,"biz_bldgserv_internal","flood_h2o_harvest",9.96655200290684,9.74096862303835,4.34976167408661,"Fixed Quote","director",0.782250878020653,2004,"2.5m-9m","8k-60k",NA,NA,"2004.139",0,"profit",0.18674261309488,0.295,0.237437222963423,0.571585422095734,0.543139024560011,-1.43785201481182
"147",147,3,"Structural",38,"architect","hotel_office_dining",9.4162443769526,10.6552538157508,4.15214166094832,"Fixed Quote","seniortech",0.0852385168788045,2004,"1.5y-3y","8k-60k","C2236",NA,"2004.141",0,"profit",0.305407328691647,0.342,0.259113619293152,0.673431073032763,0.584807660688538,-1.35048862894698
